Station,Time,Lat,Lon,Max Gust (mph),x,y
E41,2023-02-17 07:00:00+00:00,31.1989,-101.4725,10,-11295867.029520452,3658607.12404686
E42,2023-02-16 22:00:00+00:00,36.221,-101.1945,23,-11264920.211079923,4331073.39617873
E42,2023-02-16 23:00:00+00:00,36.221,-101.1945,21,-11264920.211079923,4331073.39617873
E42,2023-02-17 00:00:00+00:00,36.221,-101.1945,18,-11264920.211079923,4331073.39617873
E42,2023-02-17 09:00:00+00:00,36.221,-101.1945,10,-11264920.211079923,4331073.39617873
E42,2023-02-17 10:00:00+00:00,36.221,-101.1945,13,-11264920.211079923,4331073.39617873
E42,2023-02-17 11:00:00+00:00,36.221,-101.1945,10,-11264920.211079923,4331073.39617873
E42,2023-02-17 12:00:00+00:00,36.221,-101.1945,12,-11264920.211079923,4331073.39617873
E42,2023-02-17 13:00:00+00:00,36.221,-101.1945,12,-11264920.211079923,4331073.39617873
E42,2023-02-17 14:00:00+00:00,36.221,-101.1945,13,-11264920.211079923,4331073.39617873
E42,2023-02-17 15:00:00+00:00,36.221,-101.1945,12,-11264920.211079923,4331073.39617873
E42,2023-02-17 16:00:00+00:00,36.221,-101.1945,14,-11264920.211079923,4331073.39617873
E42,2023-02-17 17:00:00+00:00,36.221,-101.1945,18,-11264920.211079923,4331073.39617873
E42,2023-02-17 18:00:00+00:00,36.221,-101.1945,17,-11264920.211079923,4331073.39617873
E42,2023-02-17 19:00:00+00:00,36.221,-101.1945,17,-11264920.211079923,4331073.39617873
E42,2023-02-17 20:00:00+00:00,36.221,-101.1945,16,-11264920.211079923,4331073.39617873
E42,2023-02-17 21:00:00+00:00,36.221,-101.1945,16,-11264920.211079923,4331073.39617873
EAN,2023-02-16 22:00:00+00:00,42.0555,-104.9286,15,-11680598.321651086,5169296.703805053
EAN,2023-02-16 23:00:00+00:00,42.0555,-104.9286,16,-11680598.321651086,5169296.703805053
EAN,2023-02-17 00:00:00+00:00,42.0555,-104.9286,17,-11680598.321651086,5169296.703805053
EAN,2023-02-17 01:00:00+00:00,42.0555,-104.9286,14,-11680598.321651086,5169296.703805053
EAN,2023-02-17 02:00:00+00:00,42.0555,-104.9286,15,-11680598.321651086,5169296.703805053
EAN,2023-02-17 03:00:00+00:00,42.0555,-104.9286,10,-11680598.321651086,5169296.703805053
EAN,2023-02-17 04:00:00+00:00,42.0555,-104.9286,10,-11680598.321651086,5169296.703805053
EAN,2023-02-17 05:00:00+00:00,42.0555,-104.9286,12,-11680598.321651086,5169296.703805053
EAN,2023-02-17 06:00:00+00:00,42.0555,-104.9286,14,-11680598.321651086,5169296.703805053
EAN,2023-02-17 07:00:00+00:00,42.0555,-104.9286,13,-11680598.321651086,5169296.703805053
EAN,2023-02-17 08:00:00+00:00,42.0555,-104.9286,16,-11680598.321651086,5169296.703805053
EAN,2023-02-17 09:00:00+00:00,42.0555,-104.9286,14,-11680598.321651086,5169296.703805053
EAN,2023-02-17 10:00:00+00:00,42.0555,-104.9286,18,-11680598.321651086,5169296.703805053
EAN,2023-02-17 11:00:00+00:00,42.0555,-104.9286,20,-11680598.321651086,5169296.703805053
EAN,2023-02-17 12:00:00+00:00,42.0555,-104.9286,24,-11680598.321651086,5169296.703805053
EAN,2023-02-17 13:00:00+00:00,42.0555,-104.9286,29,-11680598.321651086,5169296.703805053
EAN,2023-02-17 14:00:00+00:00,42.0555,-104.9286,23,-11680598.321651086,5169296.703805053
EAN,2023-02-17 15:00:00+00:00,42.0555,-104.9286,18,-11680598.321651086,5169296.703805053
EAN,2023-02-17 16:00:00+00:00,42.0555,-104.9286,29,-11680598.321651086,5169296.703805053
EAN,2023-02-17 17:00:00+00:00,42.0555,-104.9286,31,-11680598.321651086,5169296.703805053
EAN,2023-02-17 18:00:00+00:00,42.0555,-104.9286,30,-11680598.321651086,5169296.703805053
EAN,2023-02-17 19:00:00+00:00,42.0555,-104.9286,30,-11680598.321651086,5169296.703805053
EAN,2023-02-17 20:00:00+00:00,42.0555,-104.9286,32,-11680598.321651086,5169296.703805053
EAN,2023-02-17 21:00:00+00:00,42.0555,-104.9286,30,-11680598.321651086,5169296.703805053
EAR,2023-02-16 22:00:00+00:00,40.727,-99.0068,12,-11021386.561071478,4972157.237546239
EAR,2023-02-17 03:00:00+00:00,40.727,-99.0068,10,-11021386.561071478,4972157.237546239
EAR,2023-02-17 16:00:00+00:00,40.727,-99.0068,14,-11021386.561071478,4972157.237546239
EAR,2023-02-17 17:00:00+00:00,40.727,-99.0068,13,-11021386.561071478,4972157.237546239
EAR,2023-02-17 18:00:00+00:00,40.727,-99.0068,17,-11021386.561071478,4972157.237546239
EAR,2023-02-17 19:00:00+00:00,40.727,-99.0068,18,-11021386.561071478,4972157.237546239
EAR,2023-02-17 20:00:00+00:00,40.727,-99.0068,22,-11021386.561071478,4972157.237546239
EAR,2023-02-17 21:00:00+00:00,40.727,-99.0068,18,-11021386.561071478,4972157.237546239
EAU,2023-02-16 22:00:00+00:00,44.8658,-91.4843,15,-10183985.691579077,5600419.127167244
EAU,2023-02-16 23:00:00+00:00,44.8658,-91.4843,15,-10183985.691579077,5600419.127167244
EAU,2023-02-17 01:00:00+00:00,44.8658,-91.4843,10,-10183985.691579077,5600419.127167244
EAU,2023-02-17 02:00:00+00:00,44.8658,-91.4843,10,-10183985.691579077,5600419.127167244
EAU,2023-02-17 03:00:00+00:00,44.8658,-91.4843,13,-10183985.691579077,5600419.127167244
EAU,2023-02-17 04:00:00+00:00,44.8658,-91.4843,12,-10183985.691579077,5600419.127167244
EAU,2023-02-17 16:00:00+00:00,44.8658,-91.4843,10,-10183985.691579077,5600419.127167244
EAU,2023-02-17 17:00:00+00:00,44.8658,-91.4843,14,-10183985.691579077,5600419.127167244
EAU,2023-02-17 18:00:00+00:00,44.8658,-91.4843,12,-10183985.691579077,5600419.127167244
EAU,2023-02-17 19:00:00+00:00,44.8658,-91.4843,13,-10183985.691579077,5600419.127167244
EAU,2023-02-17 20:00:00+00:00,44.8658,-91.4843,13,-10183985.691579077,5600419.127167244
EAU,2023-02-17 21:00:00+00:00,44.8658,-91.4843,12,-10183985.691579077,5600419.127167244
EBA,2023-02-17 11:00:00+00:00,34.0954,-82.8175,12,-9219201.928771934,4041619.119927766
EBA,2023-02-17 14:00:00+00:00,34.0954,-82.8175,15,-9219201.928771934,4041619.119927766
EBA,2023-02-17 15:00:00+00:00,34.0954,-82.8175,15,-9219201.928771934,4041619.119927766
EBA,2023-02-17 16:00:00+00:00,34.0954,-82.8175,15,-9219201.928771934,4041619.119927766
EBA,2023-02-17 17:00:00+00:00,34.0954,-82.8175,18,-9219201.928771934,4041619.119927766
EBA,2023-02-17 18:00:00+00:00,34.0954,-82.8175,18,-9219201.928771934,4041619.119927766
EBA,2023-02-17 19:00:00+00:00,34.0954,-82.8175,20,-9219201.928771934,4041619.119927766
EBA,2023-02-17 20:00:00+00:00,34.0954,-82.8175,20,-9219201.928771934,4041619.119927766
EBA,2023-02-17 21:00:00+00:00,34.0954,-82.8175,14,-9219201.928771934,4041619.119927766
EBG,2023-02-16 22:00:00+00:00,26.4417,-98.1222,22,-10922913.33951575,3053891.030358083
EBG,2023-02-16 23:00:00+00:00,26.4417,-98.1222,21,-10922913.33951575,3053891.030358083
EBG,2023-02-17 00:00:00+00:00,26.4417,-98.1222,21,-10922913.33951575,3053891.030358083
EBG,2023-02-17 01:00:00+00:00,26.4417,-98.1222,16,-10922913.33951575,3053891.030358083
EBG,2023-02-17 02:00:00+00:00,26.4417,-98.1222,16,-10922913.33951575,3053891.030358083
EBG,2023-02-17 03:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 04:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 05:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 06:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 07:00:00+00:00,26.4417,-98.1222,13,-10922913.33951575,3053891.030358083
EBG,2023-02-17 08:00:00+00:00,26.4417,-98.1222,10,-10922913.33951575,3053891.030358083
EBG,2023-02-17 09:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 10:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 11:00:00+00:00,26.4417,-98.1222,13,-10922913.33951575,3053891.030358083
EBG,2023-02-17 12:00:00+00:00,26.4417,-98.1222,18,-10922913.33951575,3053891.030358083
EBG,2023-02-17 13:00:00+00:00,26.4417,-98.1222,16,-10922913.33951575,3053891.030358083
EBG,2023-02-17 14:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBG,2023-02-17 15:00:00+00:00,26.4417,-98.1222,16,-10922913.33951575,3053891.030358083
EBG,2023-02-17 16:00:00+00:00,26.4417,-98.1222,18,-10922913.33951575,3053891.030358083
EBG,2023-02-17 17:00:00+00:00,26.4417,-98.1222,20,-10922913.33951575,3053891.030358083
EBG,2023-02-17 18:00:00+00:00,26.4417,-98.1222,17,-10922913.33951575,3053891.030358083
EBG,2023-02-17 19:00:00+00:00,26.4417,-98.1222,20,-10922913.33951575,3053891.030358083
EBG,2023-02-17 20:00:00+00:00,26.4417,-98.1222,16,-10922913.33951575,3053891.030358083
EBG,2023-02-17 21:00:00+00:00,26.4417,-98.1222,14,-10922913.33951575,3053891.030358083
EBS,2023-02-16 22:00:00+00:00,42.4392,-93.8691,24,-10449460.413222877,5226998.2166286865
EBS,2023-02-16 23:00:00+00:00,42.4392,-93.8691,25,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 00:00:00+00:00,42.4392,-93.8691,20,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 01:00:00+00:00,42.4392,-93.8691,21,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 02:00:00+00:00,42.4392,-93.8691,20,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 03:00:00+00:00,42.4392,-93.8691,20,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 04:00:00+00:00,42.4392,-93.8691,16,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 05:00:00+00:00,42.4392,-93.8691,14,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 06:00:00+00:00,42.4392,-93.8691,12,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 07:00:00+00:00,42.4392,-93.8691,10,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 17:00:00+00:00,42.4392,-93.8691,12,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 18:00:00+00:00,42.4392,-93.8691,14,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 19:00:00+00:00,42.4392,-93.8691,14,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 20:00:00+00:00,42.4392,-93.8691,17,-10449460.413222877,5226998.2166286865
EBS,2023-02-17 21:00:00+00:00,42.4392,-93.8691,17,-10449460.413222877,5226998.2166286865
ECG,2023-02-16 22:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-16 23:00:00+00:00,36.2577,-76.1716,17,-8479383.724908916,4336138.67750718
ECG,2023-02-17 00:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 01:00:00+00:00,36.2577,-76.1716,15,-8479383.724908916,4336138.67750718
ECG,2023-02-17 02:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 03:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 04:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 05:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 06:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 07:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 08:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 09:00:00+00:00,36.2577,-76.1716,12,-8479383.724908916,4336138.67750718
ECG,2023-02-17 10:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 11:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 12:00:00+00:00,36.2577,-76.1716,13,-8479383.724908916,4336138.67750718
ECG,2023-02-17 13:00:00+00:00,36.2577,-76.1716,15,-8479383.724908916,4336138.67750718
ECG,2023-02-17 14:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 15:00:00+00:00,36.2577,-76.1716,16,-8479383.724908916,4336138.67750718
ECG,2023-02-17 16:00:00+00:00,36.2577,-76.1716,21,-8479383.724908916,4336138.67750718
ECG,2023-02-17 17:00:00+00:00,36.2577,-76.1716,30,-8479383.724908916,4336138.67750718
ECG,2023-02-17 18:00:00+00:00,36.2577,-76.1716,30,-8479383.724908916,4336138.67750718
ECG,2023-02-17 19:00:00+00:00,36.2577,-76.1716,31,-8479383.724908916,4336138.67750718
ECG,2023-02-17 20:00:00+00:00,36.2577,-76.1716,20,-8479383.724908916,4336138.67750718
ECG,2023-02-17 21:00:00+00:00,36.2577,-76.1716,18,-8479383.724908916,4336138.67750718
ECP,2023-02-16 22:00:00+00:00,30.3582,-85.7956,17,-9550722.504303383,3549676.7111067805
ECP,2023-02-16 23:00:00+00:00,30.3582,-85.7956,16,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 00:00:00+00:00,30.3582,-85.7956,13,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 01:00:00+00:00,30.3582,-85.7956,13,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 02:00:00+00:00,30.3582,-85.7956,16,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 03:00:00+00:00,30.3582,-85.7956,15,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 04:00:00+00:00,30.3582,-85.7956,16,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 05:00:00+00:00,30.3582,-85.7956,13,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 06:00:00+00:00,30.3582,-85.7956,16,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 07:00:00+00:00,30.3582,-85.7956,15,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 08:00:00+00:00,30.3582,-85.7956,15,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 09:00:00+00:00,30.3582,-85.7956,18,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 10:00:00+00:00,30.3582,-85.7956,17,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 11:00:00+00:00,30.3582,-85.7956,16,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 12:00:00+00:00,30.3582,-85.7956,18,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 13:00:00+00:00,30.3582,-85.7956,30,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 14:00:00+00:00,30.3582,-85.7956,18,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 15:00:00+00:00,30.3582,-85.7956,22,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 16:00:00+00:00,30.3582,-85.7956,18,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 17:00:00+00:00,30.3582,-85.7956,33,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 18:00:00+00:00,30.3582,-85.7956,31,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 19:00:00+00:00,30.3582,-85.7956,23,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 20:00:00+00:00,30.3582,-85.7956,20,-9550722.504303383,3549676.7111067805
ECP,2023-02-17 21:00:00+00:00,30.3582,-85.7956,17,-9550722.504303383,3549676.7111067805
ECS,2023-02-16 22:00:00+00:00,43.8854,-104.3179,12,-11612615.508623632,5447724.662950888
ECU,2023-02-16 22:00:00+00:00,29.9469,-100.1739,17,-11151307.538776308,3496726.1580493907
ECU,2023-02-16 23:00:00+00:00,29.9469,-100.1739,18,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 00:00:00+00:00,29.9469,-100.1739,18,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 01:00:00+00:00,29.9469,-100.1739,15,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 02:00:00+00:00,29.9469,-100.1739,12,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 06:00:00+00:00,29.9469,-100.1739,13,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 07:00:00+00:00,29.9469,-100.1739,13,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 09:00:00+00:00,29.9469,-100.1739,12,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 15:00:00+00:00,29.9469,-100.1739,12,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 16:00:00+00:00,29.9469,-100.1739,14,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 17:00:00+00:00,29.9469,-100.1739,12,-11151307.538776308,3496726.1580493907
ECU,2023-02-17 19:00:00+00:00,29.9469,-100.1739,10,-11151307.538776308,3496726.1580493907
EDC,2023-02-16 22:00:00+00:00,30.3925,-97.5621,20,-10860563.292722436,3554102.4907711297
EDC,2023-02-16 23:00:00+00:00,30.3925,-97.5621,22,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 00:00:00+00:00,30.3925,-97.5621,21,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 01:00:00+00:00,30.3925,-97.5621,17,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 02:00:00+00:00,30.3925,-97.5621,14,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 03:00:00+00:00,30.3925,-97.5621,18,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 04:00:00+00:00,30.3925,-97.5621,15,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 05:00:00+00:00,30.3925,-97.5621,16,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 06:00:00+00:00,30.3925,-97.5621,15,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 07:00:00+00:00,30.3925,-97.5621,15,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 08:00:00+00:00,30.3925,-97.5621,16,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 09:00:00+00:00,30.3925,-97.5621,17,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 10:00:00+00:00,30.3925,-97.5621,18,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 11:00:00+00:00,30.3925,-97.5621,17,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 12:00:00+00:00,30.3925,-97.5621,16,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 13:00:00+00:00,30.3925,-97.5621,14,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 14:00:00+00:00,30.3925,-97.5621,13,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 15:00:00+00:00,30.3925,-97.5621,18,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 16:00:00+00:00,30.3925,-97.5621,21,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 17:00:00+00:00,30.3925,-97.5621,18,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 18:00:00+00:00,30.3925,-97.5621,17,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 19:00:00+00:00,30.3925,-97.5621,16,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 20:00:00+00:00,30.3925,-97.5621,18,-10860563.292722436,3554102.4907711297
EDC,2023-02-17 21:00:00+00:00,30.3925,-97.5621,15,-10860563.292722436,3554102.4907711297
EDE,2023-02-16 22:00:00+00:00,36.0277,-76.5671,13,-8523410.583517656,4304433.519025345
EDE,2023-02-16 23:00:00+00:00,36.0277,-76.5671,10,-8523410.583517656,4304433.519025345
EDE,2023-02-17 00:00:00+00:00,36.0277,-76.5671,12,-8523410.583517656,4304433.519025345
EDE,2023-02-17 01:00:00+00:00,36.0277,-76.5671,12,-8523410.583517656,4304433.519025345
EDE,2023-02-17 02:00:00+00:00,36.0277,-76.5671,14,-8523410.583517656,4304433.519025345
EDE,2023-02-17 03:00:00+00:00,36.0277,-76.5671,13,-8523410.583517656,4304433.519025345
EDE,2023-02-17 04:00:00+00:00,36.0277,-76.5671,12,-8523410.583517656,4304433.519025345
EDE,2023-02-17 05:00:00+00:00,36.0277,-76.5671,10,-8523410.583517656,4304433.519025345
EDE,2023-02-17 07:00:00+00:00,36.0277,-76.5671,15,-8523410.583517656,4304433.519025345
EDE,2023-02-17 08:00:00+00:00,36.0277,-76.5671,10,-8523410.583517656,4304433.519025345
EDE,2023-02-17 09:00:00+00:00,36.0277,-76.5671,13,-8523410.583517656,4304433.519025345
EDE,2023-02-17 10:00:00+00:00,36.0277,-76.5671,10,-8523410.583517656,4304433.519025345
EDE,2023-02-17 11:00:00+00:00,36.0277,-76.5671,12,-8523410.583517656,4304433.519025345
EDE,2023-02-17 12:00:00+00:00,36.0277,-76.5671,13,-8523410.583517656,4304433.519025345
EDE,2023-02-17 13:00:00+00:00,36.0277,-76.5671,12,-8523410.583517656,4304433.519025345
EDE,2023-02-17 14:00:00+00:00,36.0277,-76.5671,16,-8523410.583517656,4304433.519025345
EDE,2023-02-17 15:00:00+00:00,36.0277,-76.5671,20,-8523410.583517656,4304433.519025345
EDE,2023-02-17 16:00:00+00:00,36.0277,-76.5671,22,-8523410.583517656,4304433.519025345
EDE,2023-02-17 17:00:00+00:00,36.0277,-76.5671,18,-8523410.583517656,4304433.519025345
EDE,2023-02-17 18:00:00+00:00,36.0277,-76.5671,21,-8523410.583517656,4304433.519025345
EDE,2023-02-17 19:00:00+00:00,36.0277,-76.5671,16,-8523410.583517656,4304433.519025345
EDE,2023-02-17 20:00:00+00:00,36.0277,-76.5671,14,-8523410.583517656,4304433.519025345
EDE,2023-02-17 21:00:00+00:00,36.0277,-76.5671,14,-8523410.583517656,4304433.519025345
EDJ,2023-02-16 22:00:00+00:00,40.3723,-83.8192,14,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 04:00:00+00:00,40.3723,-83.8192,21,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 06:00:00+00:00,40.3723,-83.8192,20,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 08:00:00+00:00,40.3723,-83.8192,17,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 14:00:00+00:00,40.3723,-83.8192,17,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 15:00:00+00:00,40.3723,-83.8192,18,-9330710.662699556,4920192.313087126
EDJ,2023-02-17 16:00:00+00:00,40.3723,-83.8192,12,-9330710.662699556,4920192.313087126
EDN,2023-02-16 22:00:00+00:00,31.2982,-85.9048,13,-9562878.592698008,3671536.945784566
EDN,2023-02-16 23:00:00+00:00,31.2982,-85.9048,12,-9562878.592698008,3671536.945784566
EDN,2023-02-17 01:00:00+00:00,31.2982,-85.9048,12,-9562878.592698008,3671536.945784566
EDN,2023-02-17 02:00:00+00:00,31.2982,-85.9048,12,-9562878.592698008,3671536.945784566
EDN,2023-02-17 03:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 04:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 05:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 06:00:00+00:00,31.2982,-85.9048,13,-9562878.592698008,3671536.945784566
EDN,2023-02-17 07:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 10:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 11:00:00+00:00,31.2982,-85.9048,12,-9562878.592698008,3671536.945784566
EDN,2023-02-17 12:00:00+00:00,31.2982,-85.9048,15,-9562878.592698008,3671536.945784566
EDN,2023-02-17 13:00:00+00:00,31.2982,-85.9048,15,-9562878.592698008,3671536.945784566
EDN,2023-02-17 14:00:00+00:00,31.2982,-85.9048,13,-9562878.592698008,3671536.945784566
EDN,2023-02-17 15:00:00+00:00,31.2982,-85.9048,10,-9562878.592698008,3671536.945784566
EDN,2023-02-17 16:00:00+00:00,31.2982,-85.9048,12,-9562878.592698008,3671536.945784566
EDN,2023-02-17 17:00:00+00:00,31.2982,-85.9048,16,-9562878.592698008,3671536.945784566
EDN,2023-02-17 18:00:00+00:00,31.2982,-85.9048,15,-9562878.592698008,3671536.945784566
EDN,2023-02-17 19:00:00+00:00,31.2982,-85.9048,17,-9562878.592698008,3671536.945784566
EDN,2023-02-17 20:00:00+00:00,31.2982,-85.9048,15,-9562878.592698008,3671536.945784566
EDN,2023-02-17 21:00:00+00:00,31.2982,-85.9048,16,-9562878.592698008,3671536.945784566
EDU,2023-02-17 18:00:00+00:00,38.5315,-121.7865,14,-13557211.165495012,4654783.429556416
EDU,2023-02-17 19:00:00+00:00,38.5315,-121.7865,14,-13557211.165495012,4654783.429556416
EDU,2023-02-17 20:00:00+00:00,38.5315,-121.7865,14,-13557211.165495012,4654783.429556416
EDU,2023-02-17 21:00:00+00:00,38.5315,-121.7865,10,-13557211.165495012,4654783.429556416
EDW,2023-02-16 22:00:00+00:00,34.9054,-117.8837,14,-13122753.456827022,4151032.8016513092
EDW,2023-02-16 23:00:00+00:00,34.9054,-117.8837,14,-13122753.456827022,4151032.8016513092
EDW,2023-02-17 00:00:00+00:00,34.9054,-117.8837,16,-13122753.456827022,4151032.8016513092
EDW,2023-02-17 01:00:00+00:00,34.9054,-117.8837,10,-13122753.456827022,4151032.8016513092
EDW,2023-02-17 18:00:00+00:00,34.9054,-117.8837,10,-13122753.456827022,4151032.8016513092
EDW,2023-02-17 20:00:00+00:00,34.9054,-117.8837,20,-13122753.456827022,4151032.8016513092
EED,2023-02-16 22:00:00+00:00,34.7664,-114.6233,17,-12759807.389044633,4132180.9768516337
EED,2023-02-16 23:00:00+00:00,34.7664,-114.6233,17,-12759807.389044633,4132180.9768516337
EED,2023-02-17 00:00:00+00:00,34.7664,-114.6233,17,-12759807.389044633,4132180.9768516337
EED,2023-02-17 01:00:00+00:00,34.7664,-114.6233,20,-12759807.389044633,4132180.9768516337
EED,2023-02-17 02:00:00+00:00,34.7664,-114.6233,15,-12759807.389044633,4132180.9768516337
EED,2023-02-17 03:00:00+00:00,34.7664,-114.6233,15,-12759807.389044633,4132180.9768516337
EED,2023-02-17 04:00:00+00:00,34.7664,-114.6233,16,-12759807.389044633,4132180.9768516337
EED,2023-02-17 05:00:00+00:00,34.7664,-114.6233,15,-12759807.389044633,4132180.9768516337
EED,2023-02-17 06:00:00+00:00,34.7664,-114.6233,14,-12759807.389044633,4132180.9768516337
EED,2023-02-17 07:00:00+00:00,34.7664,-114.6233,13,-12759807.389044633,4132180.9768516337
EED,2023-02-17 08:00:00+00:00,34.7664,-114.6233,13,-12759807.389044633,4132180.9768516337
EED,2023-02-17 09:00:00+00:00,34.7664,-114.6233,10,-12759807.389044633,4132180.9768516337
EED,2023-02-17 10:00:00+00:00,34.7664,-114.6233,10,-12759807.389044633,4132180.9768516337
EED,2023-02-17 14:00:00+00:00,34.7664,-114.6233,10,-12759807.389044633,4132180.9768516337
EED,2023-02-17 15:00:00+00:00,34.7664,-114.6233,12,-12759807.389044633,4132180.9768516337
EED,2023-02-17 16:00:00+00:00,34.7664,-114.6233,13,-12759807.389044633,4132180.9768516337
EED,2023-02-17 17:00:00+00:00,34.7664,-114.6233,16,-12759807.389044633,4132180.9768516337
EED,2023-02-17 18:00:00+00:00,34.7664,-114.6233,16,-12759807.389044633,4132180.9768516337
