Station,Time,Lat,Lon,Max Gust (mph),x,y
CAR,2023-02-16 22:00:00+00:00,46.87,-68.02,17,-7571951.7637584675,5920880.518323997
CAR,2023-02-16 23:00:00+00:00,46.87,-68.02,12,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 01:00:00+00:00,46.87,-68.02,16,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 02:00:00+00:00,46.87,-68.02,10,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 07:00:00+00:00,46.87,-68.02,13,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 08:00:00+00:00,46.87,-68.02,13,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 10:00:00+00:00,46.87,-68.02,15,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 11:00:00+00:00,46.87,-68.02,13,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 12:00:00+00:00,46.87,-68.02,12,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 13:00:00+00:00,46.87,-68.02,17,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 14:00:00+00:00,46.87,-68.02,15,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 15:00:00+00:00,46.87,-68.02,17,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 16:00:00+00:00,46.87,-68.02,31,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 17:00:00+00:00,46.87,-68.02,15,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 18:00:00+00:00,46.87,-68.02,15,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 19:00:00+00:00,46.87,-68.02,30,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 20:00:00+00:00,46.87,-68.02,17,-7571951.7637584675,5920880.518323997
CAR,2023-02-17 21:00:00+00:00,46.87,-68.02,17,-7571951.7637584675,5920880.518323997
CAV,2023-02-16 22:00:00+00:00,42.743,-93.7593,23,-10437237.533133775,5272935.279766106
CAV,2023-02-16 23:00:00+00:00,42.743,-93.7593,24,-10437237.533133775,5272935.279766106
CAV,2023-02-17 00:00:00+00:00,42.743,-93.7593,18,-10437237.533133775,5272935.279766106
CAV,2023-02-17 01:00:00+00:00,42.743,-93.7593,17,-10437237.533133775,5272935.279766106
CAV,2023-02-17 02:00:00+00:00,42.743,-93.7593,18,-10437237.533133775,5272935.279766106
CAV,2023-02-17 03:00:00+00:00,42.743,-93.7593,15,-10437237.533133775,5272935.279766106
CAV,2023-02-17 04:00:00+00:00,42.743,-93.7593,12,-10437237.533133775,5272935.279766106
CAV,2023-02-17 05:00:00+00:00,42.743,-93.7593,10,-10437237.533133775,5272935.279766106
CAV,2023-02-17 17:00:00+00:00,42.743,-93.7593,13,-10437237.533133775,5272935.279766106
CAV,2023-02-17 18:00:00+00:00,42.743,-93.7593,14,-10437237.533133775,5272935.279766106
CAV,2023-02-17 19:00:00+00:00,42.743,-93.7593,14,-10437237.533133775,5272935.279766106
CAV,2023-02-17 20:00:00+00:00,42.743,-93.7593,17,-10437237.533133775,5272935.279766106
CAV,2023-02-17 21:00:00+00:00,42.743,-93.7593,18,-10437237.533133775,5272935.279766106
CBE,2023-02-17 12:00:00+00:00,39.6154,-78.7609,12,-8767623.28241994,4810209.647419581
CBE,2023-02-17 13:00:00+00:00,39.6154,-78.7609,21,-8767623.28241994,4810209.647419581
CBE,2023-02-17 14:00:00+00:00,39.6154,-78.7609,24,-8767623.28241994,4810209.647419581
CBE,2023-02-17 15:00:00+00:00,39.6154,-78.7609,18,-8767623.28241994,4810209.647419581
CBE,2023-02-17 16:00:00+00:00,39.6154,-78.7609,15,-8767623.28241994,4810209.647419581
CBE,2023-02-17 17:00:00+00:00,39.6154,-78.7609,15,-8767623.28241994,4810209.647419581
CBE,2023-02-17 18:00:00+00:00,39.6154,-78.7609,20,-8767623.28241994,4810209.647419581
CBE,2023-02-17 19:00:00+00:00,39.6154,-78.7609,17,-8767623.28241994,4810209.647419581
CBE,2023-02-17 20:00:00+00:00,39.6154,-78.7609,20,-8767623.28241994,4810209.647419581
CBE,2023-02-17 21:00:00+00:00,39.6154,-78.7609,20,-8767623.28241994,4810209.647419581
CBF,2023-02-16 22:00:00+00:00,41.2611,-95.7604,15,-10659998.966160195,5050930.471102563
CBF,2023-02-16 23:00:00+00:00,41.2611,-95.7604,15,-10659998.966160195,5050930.471102563
CBF,2023-02-17 00:00:00+00:00,41.2611,-95.7604,12,-10659998.966160195,5050930.471102563
CBF,2023-02-17 16:00:00+00:00,41.2611,-95.7604,12,-10659998.966160195,5050930.471102563
CBF,2023-02-17 17:00:00+00:00,41.2611,-95.7604,10,-10659998.966160195,5050930.471102563
CBF,2023-02-17 19:00:00+00:00,41.2611,-95.7604,14,-10659998.966160195,5050930.471102563
CBF,2023-02-17 20:00:00+00:00,41.2611,-95.7604,13,-10659998.966160195,5050930.471102563
CBF,2023-02-17 21:00:00+00:00,41.2611,-95.7604,13,-10659998.966160195,5050930.471102563
CBG,2023-02-16 22:00:00+00:00,45.5575,-93.2642,10,-10382123.253242025,5709719.6389117455
CBG,2023-02-17 17:00:00+00:00,45.5575,-93.2642,12,-10382123.253242025,5709719.6389117455
CBG,2023-02-17 18:00:00+00:00,45.5575,-93.2642,12,-10382123.253242025,5709719.6389117455
CBG,2023-02-17 19:00:00+00:00,45.5575,-93.2642,14,-10382123.253242025,5709719.6389117455
CBG,2023-02-17 20:00:00+00:00,45.5575,-93.2642,13,-10382123.253242025,5709719.6389117455
CBG,2023-02-17 21:00:00+00:00,45.5575,-93.2642,15,-10382123.253242025,5709719.6389117455
CBK,2023-02-16 22:00:00+00:00,39.4274,-101.0466,14,-11248456.058391597,4783079.182837567
CBK,2023-02-16 23:00:00+00:00,39.4274,-101.0466,13,-11248456.058391597,4783079.182837567
CBK,2023-02-17 00:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 01:00:00+00:00,39.4274,-101.0466,10,-11248456.058391597,4783079.182837567
CBK,2023-02-17 02:00:00+00:00,39.4274,-101.0466,10,-11248456.058391597,4783079.182837567
CBK,2023-02-17 04:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 05:00:00+00:00,39.4274,-101.0466,16,-11248456.058391597,4783079.182837567
CBK,2023-02-17 06:00:00+00:00,39.4274,-101.0466,16,-11248456.058391597,4783079.182837567
CBK,2023-02-17 07:00:00+00:00,39.4274,-101.0466,14,-11248456.058391597,4783079.182837567
CBK,2023-02-17 08:00:00+00:00,39.4274,-101.0466,15,-11248456.058391597,4783079.182837567
CBK,2023-02-17 09:00:00+00:00,39.4274,-101.0466,13,-11248456.058391597,4783079.182837567
CBK,2023-02-17 10:00:00+00:00,39.4274,-101.0466,13,-11248456.058391597,4783079.182837567
CBK,2023-02-17 11:00:00+00:00,39.4274,-101.0466,10,-11248456.058391597,4783079.182837567
CBK,2023-02-17 12:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 13:00:00+00:00,39.4274,-101.0466,10,-11248456.058391597,4783079.182837567
CBK,2023-02-17 16:00:00+00:00,39.4274,-101.0466,13,-11248456.058391597,4783079.182837567
CBK,2023-02-17 17:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 18:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 20:00:00+00:00,39.4274,-101.0466,12,-11248456.058391597,4783079.182837567
CBK,2023-02-17 21:00:00+00:00,39.4274,-101.0466,14,-11248456.058391597,4783079.182837567
CBM,2023-02-16 22:00:00+00:00,33.6438,-88.4438,14,-9845518.779822128,3981072.764154527
CBM,2023-02-16 23:00:00+00:00,33.6438,-88.4438,10,-9845518.779822128,3981072.764154527
CBM,2023-02-17 00:00:00+00:00,33.6438,-88.4438,16,-9845518.779822128,3981072.764154527
CBM,2023-02-17 02:00:00+00:00,33.6438,-88.4438,10,-9845518.779822128,3981072.764154527
CBM,2023-02-17 03:00:00+00:00,33.6438,-88.4438,31,-9845518.779822128,3981072.764154527
CBM,2023-02-17 04:00:00+00:00,33.6438,-88.4438,36,-9845518.779822128,3981072.764154527
CBM,2023-02-17 05:00:00+00:00,33.6438,-88.4438,14,-9845518.779822128,3981072.764154527
CBM,2023-02-17 06:00:00+00:00,33.6438,-88.4438,12,-9845518.779822128,3981072.764154527
CBM,2023-02-17 07:00:00+00:00,33.6438,-88.4438,16,-9845518.779822128,3981072.764154527
CBM,2023-02-17 08:00:00+00:00,33.6438,-88.4438,12,-9845518.779822128,3981072.764154527
CBM,2023-02-17 09:00:00+00:00,33.6438,-88.4438,15,-9845518.779822128,3981072.764154527
CBM,2023-02-17 10:00:00+00:00,33.6438,-88.4438,18,-9845518.779822128,3981072.764154527
CBM,2023-02-17 11:00:00+00:00,33.6438,-88.4438,20,-9845518.779822128,3981072.764154527
CBM,2023-02-17 12:00:00+00:00,33.6438,-88.4438,14,-9845518.779822128,3981072.764154527
CBM,2023-02-17 13:00:00+00:00,33.6438,-88.4438,16,-9845518.779822128,3981072.764154527
CBM,2023-02-17 14:00:00+00:00,33.6438,-88.4438,17,-9845518.779822128,3981072.764154527
CBM,2023-02-17 15:00:00+00:00,33.6438,-88.4438,20,-9845518.779822128,3981072.764154527
CBM,2023-02-17 16:00:00+00:00,33.6438,-88.4438,20,-9845518.779822128,3981072.764154527
CBM,2023-02-17 17:00:00+00:00,33.6438,-88.4438,17,-9845518.779822128,3981072.764154527
CBM,2023-02-17 18:00:00+00:00,33.6438,-88.4438,18,-9845518.779822128,3981072.764154527
CBM,2023-02-17 19:00:00+00:00,33.6438,-88.4438,17,-9845518.779822128,3981072.764154527
CBM,2023-02-17 20:00:00+00:00,33.6438,-88.4438,18,-9845518.779822128,3981072.764154527
CBM,2023-02-17 21:00:00+00:00,33.6438,-88.4438,15,-9845518.779822128,3981072.764154527
CCA,2023-02-16 22:00:00+00:00,35.5978,-92.4516,13,-10291665.035023412,4245419.46835637
CCA,2023-02-16 23:00:00+00:00,35.5978,-92.4516,16,-10291665.035023412,4245419.46835637
CCA,2023-02-17 00:00:00+00:00,35.5978,-92.4516,14,-10291665.035023412,4245419.46835637
CCA,2023-02-17 01:00:00+00:00,35.5978,-92.4516,14,-10291665.035023412,4245419.46835637
CCA,2023-02-17 03:00:00+00:00,35.5978,-92.4516,17,-10291665.035023412,4245419.46835637
CCA,2023-02-17 04:00:00+00:00,35.5978,-92.4516,16,-10291665.035023412,4245419.46835637
CCA,2023-02-17 05:00:00+00:00,35.5978,-92.4516,13,-10291665.035023412,4245419.46835637
CCA,2023-02-17 06:00:00+00:00,35.5978,-92.4516,12,-10291665.035023412,4245419.46835637
CCA,2023-02-17 07:00:00+00:00,35.5978,-92.4516,10,-10291665.035023412,4245419.46835637
CCA,2023-02-17 16:00:00+00:00,35.5978,-92.4516,10,-10291665.035023412,4245419.46835637
CCA,2023-02-17 17:00:00+00:00,35.5978,-92.4516,12,-10291665.035023412,4245419.46835637
CCA,2023-02-17 18:00:00+00:00,35.5978,-92.4516,14,-10291665.035023412,4245419.46835637
CCA,2023-02-17 19:00:00+00:00,35.5978,-92.4516,14,-10291665.035023412,4245419.46835637
CCA,2023-02-17 20:00:00+00:00,35.5978,-92.4516,12,-10291665.035023412,4245419.46835637
CCA,2023-02-17 21:00:00+00:00,35.5978,-92.4516,13,-10291665.035023412,4245419.46835637
CCO,2023-02-16 23:00:00+00:00,33.31,-84.77,10,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 03:00:00+00:00,33.31,-84.77,10,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 04:00:00+00:00,33.31,-84.77,13,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 05:00:00+00:00,33.31,-84.77,10,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 06:00:00+00:00,33.31,-84.77,10,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 07:00:00+00:00,33.31,-84.77,12,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 09:00:00+00:00,33.31,-84.77,12,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 10:00:00+00:00,33.31,-84.77,12,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 11:00:00+00:00,33.31,-84.77,10,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 12:00:00+00:00,33.31,-84.77,13,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 15:00:00+00:00,33.31,-84.77,14,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 16:00:00+00:00,33.31,-84.77,13,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 17:00:00+00:00,33.31,-84.77,18,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 18:00:00+00:00,33.31,-84.77,21,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 19:00:00+00:00,33.31,-84.77,15,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 20:00:00+00:00,33.31,-84.77,17,-9436553.234545799,3936523.9382259287
CCO,2023-02-17 21:00:00+00:00,33.31,-84.77,20,-9436553.234545799,3936523.9382259287
CCR,2023-02-17 00:00:00+00:00,37.9916,-122.0526,10,-13586833.2819951,4578239.242544211
CCR,2023-02-17 13:00:00+00:00,37.9916,-122.0526,10,-13586833.2819951,4578239.242544211
CCR,2023-02-17 16:00:00+00:00,37.9916,-122.0526,10,-13586833.2819951,4578239.242544211
CCR,2023-02-17 18:00:00+00:00,37.9916,-122.0526,12,-13586833.2819951,4578239.242544211
CCR,2023-02-17 19:00:00+00:00,37.9916,-122.0526,12,-13586833.2819951,4578239.242544211
CCR,2023-02-17 20:00:00+00:00,37.9916,-122.0526,10,-13586833.2819951,4578239.242544211
CCU,2023-02-16 22:00:00+00:00,39.475,-106.153,17,-11816897.90617837,4789941.447789008
CCU,2023-02-16 23:00:00+00:00,39.475,-106.153,15,-11816897.90617837,4789941.447789008
CCU,2023-02-17 00:00:00+00:00,39.475,-106.153,13,-11816897.90617837,4789941.447789008
CCU,2023-02-17 01:00:00+00:00,39.475,-106.153,13,-11816897.90617837,4789941.447789008
CCU,2023-02-17 02:00:00+00:00,39.475,-106.153,10,-11816897.90617837,4789941.447789008
CCU,2023-02-17 05:00:00+00:00,39.475,-106.153,13,-11816897.90617837,4789941.447789008
CCU,2023-02-17 07:00:00+00:00,39.475,-106.153,10,-11816897.90617837,4789941.447789008
CCU,2023-02-17 09:00:00+00:00,39.475,-106.153,10,-11816897.90617837,4789941.447789008
CCU,2023-02-17 11:00:00+00:00,39.475,-106.153,12,-11816897.90617837,4789941.447789008
CCU,2023-02-17 12:00:00+00:00,39.475,-106.153,13,-11816897.90617837,4789941.447789008
CCU,2023-02-17 14:00:00+00:00,39.475,-106.153,12,-11816897.90617837,4789941.447789008
CCU,2023-02-17 19:00:00+00:00,39.475,-106.153,12,-11816897.90617837,4789941.447789008
CCU,2023-02-17 20:00:00+00:00,39.475,-106.153,14,-11816897.90617837,4789941.447789008
CCU,2023-02-17 21:00:00+00:00,39.475,-106.153,17,-11816897.90617837,4789941.447789008
CCY,2023-02-16 22:00:00+00:00,43.073,-92.6132,22,-10309654.264735606,5323089.800290618
CCY,2023-02-16 23:00:00+00:00,43.073,-92.6132,22,-10309654.264735606,5323089.800290618
CCY,2023-02-17 00:00:00+00:00,43.073,-92.6132,22,-10309654.264735606,5323089.800290618
CCY,2023-02-17 01:00:00+00:00,43.073,-92.6132,22,-10309654.264735606,5323089.800290618
CCY,2023-02-17 02:00:00+00:00,43.073,-92.6132,18,-10309654.264735606,5323089.800290618
CCY,2023-02-17 03:00:00+00:00,43.073,-92.6132,17,-10309654.264735606,5323089.800290618
CCY,2023-02-17 04:00:00+00:00,43.073,-92.6132,15,-10309654.264735606,5323089.800290618
CCY,2023-02-17 05:00:00+00:00,43.073,-92.6132,10,-10309654.264735606,5323089.800290618
CCY,2023-02-17 06:00:00+00:00,43.073,-92.6132,10,-10309654.264735606,5323089.800290618
CCY,2023-02-17 08:00:00+00:00,43.073,-92.6132,10,-10309654.264735606,5323089.800290618
CCY,2023-02-17 18:00:00+00:00,43.073,-92.6132,10,-10309654.264735606,5323089.800290618
CCY,2023-02-17 19:00:00+00:00,43.073,-92.6132,14,-10309654.264735606,5323089.800290618
CCY,2023-02-17 20:00:00+00:00,43.073,-92.6132,15,-10309654.264735606,5323089.800290618
CCY,2023-02-17 21:00:00+00:00,43.073,-92.6132,14,-10309654.264735606,5323089.800290618
CDA,2023-02-17 16:00:00+00:00,44.5691,-72.018,14,-8017007.087949976,5553938.280833521
CDA,2023-02-17 19:00:00+00:00,44.5691,-72.018,12,-8017007.087949976,5553938.280833521
CDA,2023-02-17 20:00:00+00:00,44.5691,-72.018,17,-8017007.087949976,5553938.280833521
CDA,2023-02-17 21:00:00+00:00,44.5691,-72.018,13,-8017007.087949976,5553938.280833521
CDH,2023-02-16 23:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 01:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 02:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 03:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 04:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 08:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 09:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 11:00:00+00:00,33.6228,-92.7634,14,-10326374.452252753,3978265.040380537
CDH,2023-02-17 12:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 13:00:00+00:00,33.6228,-92.7634,13,-10326374.452252753,3978265.040380537
CDH,2023-02-17 15:00:00+00:00,33.6228,-92.7634,13,-10326374.452252753,3978265.040380537
CDH,2023-02-17 16:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 17:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 18:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 19:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDH,2023-02-17 20:00:00+00:00,33.6228,-92.7634,12,-10326374.452252753,3978265.040380537
CDH,2023-02-17 21:00:00+00:00,33.6228,-92.7634,10,-10326374.452252753,3978265.040380537
CDI,2023-02-16 22:00:00+00:00,39.975,-81.5776,17,-9081176.892137354,4862310.01241343
CDI,2023-02-16 23:00:00+00:00,39.975,-81.5776,16,-9081176.892137354,4862310.01241343
CDI,2023-02-17 00:00:00+00:00,39.975,-81.5776,15,-9081176.892137354,4862310.01241343
CDI,2023-02-17 01:00:00+00:00,39.975,-81.5776,12,-9081176.892137354,4862310.01241343
CDI,2023-02-17 03:00:00+00:00,39.975,-81.5776,13,-9081176.892137354,4862310.01241343
CDI,2023-02-17 04:00:00+00:00,39.975,-81.5776,14,-9081176.892137354,4862310.01241343
CDI,2023-02-17 05:00:00+00:00,39.975,-81.5776,12,-9081176.892137354,4862310.01241343
CDI,2023-02-17 06:00:00+00:00,39.975,-81.5776,14,-9081176.892137354,4862310.01241343
CDI,2023-02-17 08:00:00+00:00,39.975,-81.5776,10,-9081176.892137354,4862310.01241343
CDI,2023-02-17 09:00:00+00:00,39.975,-81.5776,10,-9081176.892137354,4862310.01241343
CDI,2023-02-17 12:00:00+00:00,39.975,-81.5776,10,-9081176.892137354,4862310.01241343
CDI,2023-02-17 14:00:00+00:00,39.975,-81.5776,10,-9081176.892137354,4862310.01241343
CDI,2023-02-17 19:00:00+00:00,39.975,-81.5776,10,-9081176.892137354,4862310.01241343
CDJ,2023-02-17 00:00:00+00:00,39.8233,-93.5792,10,-10417188.892841905,4840297.843228904
CDN,2023-02-16 22:00:00+00:00,34.2836,-80.5649,12,-8968443.643811006,4066946.443995363
CDN,2023-02-17 11:00:00+00:00,34.2836,-80.5649,10,-8968443.643811006,4066946.443995363
CDN,2023-02-17 12:00:00+00:00,34.2836,-80.5649,10,-8968443.643811006,4066946.443995363
CDN,2023-02-17 13:00:00+00:00,34.2836,-80.5649,12,-8968443.643811006,4066946.443995363
CDN,2023-02-17 14:00:00+00:00,34.2836,-80.5649,10,-8968443.643811006,4066946.443995363
CDN,2023-02-17 15:00:00+00:00,34.2836,-80.5649,15,-8968443.643811006,4066946.443995363
CDN,2023-02-17 16:00:00+00:00,34.2836,-80.5649,14,-8968443.643811006,4066946.443995363
CDN,2023-02-17 17:00:00+00:00,34.2836,-80.5649,14,-8968443.643811006,4066946.443995363
CDN,2023-02-17 18:00:00+00:00,34.2836,-80.5649,10,-8968443.643811006,4066946.443995363
CDN,2023-02-17 19:00:00+00:00,34.2836,-80.5649,13,-8968443.643811006,4066946.443995363
CDN,2023-02-17 20:00:00+00:00,34.2836,-80.5649,18,-8968443.643811006,4066946.443995363
CDN,2023-02-17 21:00:00+00:00,34.2836,-80.5649,16,-8968443.643811006,4066946.443995363
CDR,2023-02-16 22:00:00+00:00,42.8376,-103.0954,17,-11476527.431128856,5287285.48829556
CDR,2023-02-16 23:00:00+00:00,42.8376,-103.0954,16,-11476527.431128856,5287285.48829556
CDR,2023-02-17 00:00:00+00:00,42.8376,-103.0954,16,-11476527.431128856,5287285.48829556
CDR,2023-02-17 01:00:00+00:00,42.8376,-103.0954,13,-11476527.431128856,5287285.48829556
CDR,2023-02-17 02:00:00+00:00,42.8376,-103.0954,12,-11476527.431128856,5287285.48829556
CDR,2023-02-17 06:00:00+00:00,42.8376,-103.0954,10,-11476527.431128856,5287285.48829556
CDR,2023-02-17 07:00:00+00:00,42.8376,-103.0954,12,-11476527.431128856,5287285.48829556
CDR,2023-02-17 08:00:00+00:00,42.8376,-103.0954,10,-11476527.431128856,5287285.48829556
CDR,2023-02-17 09:00:00+00:00,42.8376,-103.0954,14,-11476527.431128856,5287285.48829556
CDR,2023-02-17 10:00:00+00:00,42.8376,-103.0954,15,-11476527.431128856,5287285.48829556
CDR,2023-02-17 11:00:00+00:00,42.8376,-103.0954,12,-11476527.431128856,5287285.48829556
CDR,2023-02-17 18:00:00+00:00,42.8376,-103.0954,13,-11476527.431128856,5287285.48829556
CDR,2023-02-17 19:00:00+00:00,42.8376,-103.0954,14,-11476527.431128856,5287285.48829556
CDR,2023-02-17 20:00:00+00:00,42.8376,-103.0954,30,-11476527.431128856,5287285.48829556
CDR,2023-02-17 21:00:00+00:00,42.8376,-103.0954,21,-11476527.431128856,5287285.48829556
CDS,2023-02-16 22:00:00+00:00,34.4339,-100.2881,39,-11164020.224624898,4087214.0669608363
CDS,2023-02-16 23:00:00+00:00,34.4339,-100.2881,37,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 00:00:00+00:00,34.4339,-100.2881,33,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 01:00:00+00:00,34.4339,-100.2881,31,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 02:00:00+00:00,34.4339,-100.2881,10,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 03:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 04:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 05:00:00+00:00,34.4339,-100.2881,10,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 06:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 09:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 10:00:00+00:00,34.4339,-100.2881,10,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 11:00:00+00:00,34.4339,-100.2881,10,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 18:00:00+00:00,34.4339,-100.2881,10,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 19:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 20:00:00+00:00,34.4339,-100.2881,15,-11164020.224624898,4087214.0669608363
CDS,2023-02-17 21:00:00+00:00,34.4339,-100.2881,12,-11164020.224624898,4087214.0669608363
CDW,2023-02-17 17:00:00+00:00,40.8764,-74.2831,10,-8269156.866545821,4994127.750420434
CDW,2023-02-17 18:00:00+00:00,40.8764,-74.2831,31,-8269156.866545821,4994127.750420434
CDW,2023-02-17 19:00:00+00:00,40.8764,-74.2831,13,-8269156.866545821,4994127.750420434
CDW,2023-02-17 20:00:00+00:00,40.8764,-74.2831,15,-8269156.866545821,4994127.750420434
CDW,2023-02-17 21:00:00+00:00,40.8764,-74.2831,20,-8269156.866545821,4994127.750420434
CEC,2023-02-16 22:00:00+00:00,41.7837,-124.238,10,-13830110.897174723,5128633.619473121
CEC,2023-02-17 09:00:00+00:00,41.7837,-124.238,10,-13830110.897174723,5128633.619473121
CEC,2023-02-17 12:00:00+00:00,41.7837,-124.238,10,-13830110.897174723,5128633.619473121
CEC,2023-02-17 16:00:00+00:00,41.7837,-124.238,12,-13830110.897174723,5128633.619473121
CEF,2023-02-17 12:00:00+00:00,42.194,-72.5348,13,-8074537.00079194,5190084.147374398
CEF,2023-02-17 13:00:00+00:00,42.194,-72.5348,15,-8074537.00079194,5190084.147374398
CEF,2023-02-17 14:00:00+00:00,42.194,-72.5348,10,-8074537.00079194,5190084.147374398
CEF,2023-02-17 15:00:00+00:00,42.194,-72.5348,15,-8074537.00079194,5190084.147374398
CEF,2023-02-17 16:00:00+00:00,42.194,-72.5348,12,-8074537.00079194,5190084.147374398
CEF,2023-02-17 17:00:00+00:00,42.194,-72.5348,14,-8074537.00079194,5190084.147374398
CEF,2023-02-17 18:00:00+00:00,42.194,-72.5348,37,-8074537.00079194,5190084.147374398
CEF,2023-02-17 19:00:00+00:00,42.194,-72.5348,15,-8074537.00079194,5190084.147374398
CEF,2023-02-17 20:00:00+00:00,42.194,-72.5348,17,-8074537.00079194,5190084.147374398
CERM,2023-02-17 00:00:00+00:00,47.4167,-68.3244,23,-7605837.41675594,6010357.343365127
CERM,2023-02-17 07:00:00+00:00,47.4167,-68.3244,10,-7605837.41675594,6010357.343365127
CEW,2023-02-16 22:00:00+00:00,30.78,-86.52,17,-9631362.343434028,3604210.793768003
CEW,2023-02-16 23:00:00+00:00,30.78,-86.52,12,-9631362.343434028,3604210.793768003
CEW,2023-02-17 02:00:00+00:00,30.78,-86.52,15,-9631362.343434028,3604210.793768003
CEW,2023-02-17 03:00:00+00:00,30.78,-86.52,15,-9631362.343434028,3604210.793768003
CEW,2023-02-17 04:00:00+00:00,30.78,-86.52,15,-9631362.343434028,3604210.793768003
CEW,2023-02-17 05:00:00+00:00,30.78,-86.52,13,-9631362.343434028,3604210.793768003
CEW,2023-02-17 06:00:00+00:00,30.78,-86.52,15,-9631362.343434028,3604210.793768003
CEW,2023-02-17 07:00:00+00:00,30.78,-86.52,16,-9631362.343434028,3604210.793768003
CEW,2023-02-17 08:00:00+00:00,30.78,-86.52,17,-9631362.343434028,3604210.793768003
CEW,2023-02-17 09:00:00+00:00,30.78,-86.52,31,-9631362.343434028,3604210.793768003
CEW,2023-02-17 10:00:00+00:00,30.78,-86.52,30,-9631362.343434028,3604210.793768003
CEW,2023-02-17 11:00:00+00:00,30.78,-86.52,20,-9631362.343434028,3604210.793768003
CEW,2023-02-17 12:00:00+00:00,30.78,-86.52,32,-9631362.343434028,3604210.793768003
CEW,2023-02-17 13:00:00+00:00,30.78,-86.52,16,-9631362.343434028,3604210.793768003
