Station,Time,Lat,Lon,1 Hour Precipitation,x,y
HQM,2023-02-17 11:00:00+00:00,46.9712,-123.9366,0.01,-13796559.202649629,5937374.445716016
HQM,2023-02-17 12:00:00+00:00,46.9712,-123.9366,0.01,-13796559.202649629,5937374.445716016
HQM,2023-02-17 13:00:00+00:00,46.9712,-123.9366,0.02,-13796559.202649629,5937374.445716016
HQM,2023-02-17 14:00:00+00:00,46.9712,-123.9366,0.07,-13796559.202649629,5937374.445716016
HQM,2023-02-17 15:00:00+00:00,46.9712,-123.9366,0.04,-13796559.202649629,5937374.445716016
HQM,2023-02-17 16:00:00+00:00,46.9712,-123.9366,0.03,-13796559.202649629,5937374.445716016
HQM,2023-02-17 17:00:00+00:00,46.9712,-123.9366,0.01,-13796559.202649629,5937374.445716016
HQU,2023-02-17 06:00:00+00:00,33.5297,-82.5164,0.01,-9185683.63009408,3965825.6959782112
HRJ,2023-02-17 15:00:00+00:00,35.3786,-78.7336,0.07,-8764584.260321284,4215451.142861011
HRJ,2023-02-17 16:00:00+00:00,35.3786,-78.7336,0.02,-8764584.260321284,4215451.142861011
HRJ,2023-02-17 17:00:00+00:00,35.3786,-78.7336,0.02,-8764584.260321284,4215451.142861011
HRJ,2023-02-17 21:00:00+00:00,35.3786,-78.7336,0.01,-8764584.260321284,4215451.142861011
HRT,2023-02-17 03:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 04:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 05:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 06:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 07:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 08:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 09:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 10:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 11:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 12:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HRT,2023-02-17 14:00:00+00:00,30.4278,-86.6893,0.02,-9650208.73322533,3558658.924820228
HRT,2023-02-17 15:00:00+00:00,30.4278,-86.6893,0.04,-9650208.73322533,3558658.924820228
HRT,2023-02-17 16:00:00+00:00,30.4278,-86.6893,0.0001,-9650208.73322533,3558658.924820228
HSE,2023-02-17 07:00:00+00:00,35.2322,-75.6225,0.01,-8418258.19251433,4195481.140002192
HSE,2023-02-17 08:00:00+00:00,35.2322,-75.6225,0.04,-8418258.19251433,4195481.140002192
HSE,2023-02-17 15:00:00+00:00,35.2322,-75.6225,0.01,-8418258.19251433,4195481.140002192
HSP,2023-02-16 22:00:00+00:00,37.9514,-79.8339,0.03,-8887069.096041122,4572562.535947615
HSP,2023-02-16 23:00:00+00:00,37.9514,-79.8339,0.01,-8887069.096041122,4572562.535947615
HSP,2023-02-17 00:00:00+00:00,37.9514,-79.8339,0.01,-8887069.096041122,4572562.535947615
HSP,2023-02-17 01:00:00+00:00,37.9514,-79.8339,0.02,-8887069.096041122,4572562.535947615
HSP,2023-02-17 02:00:00+00:00,37.9514,-79.8339,0.10,-8887069.096041122,4572562.535947615
HSP,2023-02-17 03:00:00+00:00,37.9514,-79.8339,0.01,-8887069.096041122,4572562.535947615
HSP,2023-02-17 04:00:00+00:00,37.9514,-79.8339,0.22,-8887069.096041122,4572562.535947615
HSP,2023-02-17 05:00:00+00:00,37.9514,-79.8339,0.01,-8887069.096041122,4572562.535947615
HSP,2023-02-17 06:00:00+00:00,37.9514,-79.8339,0.09,-8887069.096041122,4572562.535947615
HSP,2023-02-17 07:00:00+00:00,37.9514,-79.8339,0.04,-8887069.096041122,4572562.535947615
HSP,2023-02-17 08:00:00+00:00,37.9514,-79.8339,0.03,-8887069.096041122,4572562.535947615
HSP,2023-02-17 09:00:00+00:00,37.9514,-79.8339,0.10,-8887069.096041122,4572562.535947615
HSP,2023-02-17 10:00:00+00:00,37.9514,-79.8339,0.19,-8887069.096041122,4572562.535947615
HSP,2023-02-17 11:00:00+00:00,37.9514,-79.8339,0.11,-8887069.096041122,4572562.535947615
HSP,2023-02-17 12:00:00+00:00,37.9514,-79.8339,0.22,-8887069.096041122,4572562.535947615
HST,2023-02-16 22:00:00+00:00,25.4884,-80.3837,0.0001,-8948272.552079266,2935853.8316082414
HST,2023-02-17 18:00:00+00:00,25.4884,-80.3837,0.0001,-8948272.552079266,2935853.8316082414
HST,2023-02-17 19:00:00+00:00,25.4884,-80.3837,0.0001,-8948272.552079266,2935853.8316082414
HST,2023-02-17 20:00:00+00:00,25.4884,-80.3837,0.02,-8948272.552079266,2935853.8316082414
HSV,2023-02-16 22:00:00+00:00,34.6439,-86.7861,0.0001,-9660984.45993412,4115593.2612340767
HSV,2023-02-16 23:00:00+00:00,34.6439,-86.7861,0.03,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 00:00:00+00:00,34.6439,-86.7861,0.07,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 01:00:00+00:00,34.6439,-86.7861,0.17,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 02:00:00+00:00,34.6439,-86.7861,0.06,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 03:00:00+00:00,34.6439,-86.7861,0.02,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 04:00:00+00:00,34.6439,-86.7861,0.43,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 05:00:00+00:00,34.6439,-86.7861,0.11,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 06:00:00+00:00,34.6439,-86.7861,0.14,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 07:00:00+00:00,34.6439,-86.7861,0.01,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 08:00:00+00:00,34.6439,-86.7861,0.10,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 09:00:00+00:00,34.6439,-86.7861,0.05,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 11:00:00+00:00,34.6439,-86.7861,0.0001,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 12:00:00+00:00,34.6439,-86.7861,0.0001,-9660984.45993412,4115593.2612340767
HSV,2023-02-17 13:00:00+00:00,34.6439,-86.7861,0.0001,-9660984.45993412,4115593.2612340767
HTL,2023-02-16 22:00:00+00:00,44.3598,-84.6711,0.04,-9425543.736906346,5521291.944189213
HTL,2023-02-16 23:00:00+00:00,44.3598,-84.6711,0.05,-9425543.736906346,5521291.944189213
HTL,2023-02-17 00:00:00+00:00,44.3598,-84.6711,0.05,-9425543.736906346,5521291.944189213
HTL,2023-02-17 01:00:00+00:00,44.3598,-84.6711,0.06,-9425543.736906346,5521291.944189213
HTL,2023-02-17 02:00:00+00:00,44.3598,-84.6711,0.02,-9425543.736906346,5521291.944189213
HTL,2023-02-17 03:00:00+00:00,44.3598,-84.6711,0.01,-9425543.736906346,5521291.944189213
HTL,2023-02-17 04:00:00+00:00,44.3598,-84.6711,0.02,-9425543.736906346,5521291.944189213
HTL,2023-02-17 05:00:00+00:00,44.3598,-84.6711,0.01,-9425543.736906346,5521291.944189213
HTL,2023-02-17 06:00:00+00:00,44.3598,-84.6711,0.01,-9425543.736906346,5521291.944189213
HTL,2023-02-17 07:00:00+00:00,44.3598,-84.6711,0.01,-9425543.736906346,5521291.944189213
HTL,2023-02-17 08:00:00+00:00,44.3598,-84.6711,0.0001,-9425543.736906346,5521291.944189213
HTL,2023-02-17 09:00:00+00:00,44.3598,-84.6711,0.0001,-9425543.736906346,5521291.944189213
HTL,2023-02-17 10:00:00+00:00,44.3598,-84.6711,0.0001,-9425543.736906346,5521291.944189213
HTL,2023-02-17 11:00:00+00:00,44.3598,-84.6711,0.0001,-9425543.736906346,5521291.944189213
HTS,2023-02-16 22:00:00+00:00,38.365,-82.555,0.14,-9189980.5624387,4631117.165974992
HTS,2023-02-16 23:00:00+00:00,38.365,-82.555,0.18,-9189980.5624387,4631117.165974992
HTS,2023-02-17 00:00:00+00:00,38.365,-82.555,0.18,-9189980.5624387,4631117.165974992
HTS,2023-02-17 06:00:00+00:00,38.365,-82.555,0.19,-9189980.5624387,4631117.165974992
HTS,2023-02-17 07:00:00+00:00,38.365,-82.555,0.17,-9189980.5624387,4631117.165974992
HTS,2023-02-17 08:00:00+00:00,38.365,-82.555,0.23,-9189980.5624387,4631117.165974992
HTS,2023-02-17 09:00:00+00:00,38.365,-82.555,0.05,-9189980.5624387,4631117.165974992
HTS,2023-02-17 10:00:00+00:00,38.365,-82.555,0.03,-9189980.5624387,4631117.165974992
HTS,2023-02-17 11:00:00+00:00,38.365,-82.555,0.0001,-9189980.5624387,4631117.165974992
HTS,2023-02-17 17:00:00+00:00,38.365,-82.555,0.01,-9189980.5624387,4631117.165974992
HTS,2023-02-17 18:00:00+00:00,38.365,-82.555,0.01,-9189980.5624387,4631117.165974992
HUA,2023-02-16 22:00:00+00:00,34.6786,-86.6848,0.0001,-9649707.795516761,4120289.4933165484
HUA,2023-02-16 23:00:00+00:00,34.6786,-86.6848,0.0001,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 00:00:00+00:00,34.6786,-86.6848,0.07,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 01:00:00+00:00,34.6786,-86.6848,0.19,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 02:00:00+00:00,34.6786,-86.6848,0.07,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 03:00:00+00:00,34.6786,-86.6848,0.03,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 04:00:00+00:00,34.6786,-86.6848,0.50,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 05:00:00+00:00,34.6786,-86.6848,0.11,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 06:00:00+00:00,34.6786,-86.6848,0.13,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 07:00:00+00:00,34.6786,-86.6848,0.04,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 08:00:00+00:00,34.6786,-86.6848,0.14,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 09:00:00+00:00,34.6786,-86.6848,0.04,-9649707.795516761,4120289.4933165484
HUA,2023-02-17 10:00:00+00:00,34.6786,-86.6848,0.01,-9649707.795516761,4120289.4933165484
HUF,2023-02-17 03:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 04:00:00+00:00,39.4515,-87.3076,0.01,-9719037.57438281,4786552.978547464
HUF,2023-02-17 05:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 06:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 07:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 14:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 15:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 16:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 17:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUF,2023-02-17 18:00:00+00:00,39.4515,-87.3076,0.0001,-9719037.57438281,4786552.978547464
HUL,2023-02-17 11:00:00+00:00,46.1231,-67.7921,0.0001,-7546582.051806682,5800098.073893963
HUL,2023-02-17 12:00:00+00:00,46.1231,-67.7921,0.0001,-7546582.051806682,5800098.073893963
HUL,2023-02-17 13:00:00+00:00,46.1231,-67.7921,0.01,-7546582.051806682,5800098.073893963
HUL,2023-02-17 14:00:00+00:00,46.1231,-67.7921,0.02,-7546582.051806682,5800098.073893963
HUL,2023-02-17 15:00:00+00:00,46.1231,-67.7921,0.02,-7546582.051806682,5800098.073893963
HUL,2023-02-17 16:00:00+00:00,46.1231,-67.7921,0.01,-7546582.051806682,5800098.073893963
HUL,2023-02-17 17:00:00+00:00,46.1231,-67.7921,0.07,-7546582.051806682,5800098.073893963
HUL,2023-02-17 18:00:00+00:00,46.1231,-67.7921,0.0001,-7546582.051806682,5800098.073893963
HUL,2023-02-17 19:00:00+00:00,46.1231,-67.7921,0.06,-7546582.051806682,5800098.073893963
HUL,2023-02-17 20:00:00+00:00,46.1231,-67.7921,0.01,-7546582.051806682,5800098.073893963
HUL,2023-02-17 21:00:00+00:00,46.1231,-67.7921,0.0001,-7546582.051806682,5800098.073893963
HUM,2023-02-17 08:00:00+00:00,29.5665,-90.6604,0.15,-10092269.5631145,3447948.282653262
HUM,2023-02-17 09:00:00+00:00,29.5665,-90.6604,0.04,-10092269.5631145,3447948.282653262
HVN,2023-02-16 22:00:00+00:00,41.2638,-72.8868,0.0001,-8113721.461551172,5051330.316808836
HVN,2023-02-16 23:00:00+00:00,41.2638,-72.8868,0.02,-8113721.461551172,5051330.316808836
HVN,2023-02-17 00:00:00+00:00,41.2638,-72.8868,0.01,-8113721.461551172,5051330.316808836
HVN,2023-02-17 14:00:00+00:00,41.2638,-72.8868,0.0001,-8113721.461551172,5051330.316808836
HVN,2023-02-17 15:00:00+00:00,41.2638,-72.8868,0.09,-8113721.461551172,5051330.316808836
HVN,2023-02-17 16:00:00+00:00,41.2638,-72.8868,0.04,-8113721.461551172,5051330.316808836
HVN,2023-02-17 17:00:00+00:00,41.2638,-72.8868,0.01,-8113721.461551172,5051330.316808836
HVN,2023-02-17 19:00:00+00:00,41.2638,-72.8868,0.03,-8113721.461551172,5051330.316808836
HVN,2023-02-17 20:00:00+00:00,41.2638,-72.8868,0.03,-8113721.461551172,5051330.316808836
HVS,2023-02-17 15:00:00+00:00,34.4031,-80.1192,0.03,-8918828.546764445,4083057.791770048
HVS,2023-02-17 18:00:00+00:00,34.4031,-80.1192,0.04,-8918828.546764445,4083057.791770048
HWO,2023-02-17 09:00:00+00:00,25.9995,-80.2412,0.0001,-8932409.524641223,2999019.016461695
HWO,2023-02-17 10:00:00+00:00,25.9995,-80.2412,0.0001,-8932409.524641223,2999019.016461695
HWO,2023-02-17 18:00:00+00:00,25.9995,-80.2412,0.06,-8932409.524641223,2999019.016461695
HWO,2023-02-17 19:00:00+00:00,25.9995,-80.2412,0.33,-8932409.524641223,2999019.016461695
HWO,2023-02-17 20:00:00+00:00,25.9995,-80.2412,0.02,-8932409.524641223,2999019.016461695
HWV,2023-02-16 22:00:00+00:00,40.8217,-72.8689,0.05,-8111728.842665972,4986077.919912205
HWV,2023-02-16 23:00:00+00:00,40.8217,-72.8689,0.0001,-8111728.842665972,4986077.919912205
HWV,2023-02-17 12:00:00+00:00,40.8217,-72.8689,0.0001,-8111728.842665972,4986077.919912205
HWV,2023-02-17 13:00:00+00:00,40.8217,-72.8689,0.03,-8111728.842665972,4986077.919912205
HWV,2023-02-17 14:00:00+00:00,40.8217,-72.8689,0.0001,-8111728.842665972,4986077.919912205
HWV,2023-02-17 15:00:00+00:00,40.8217,-72.8689,0.04,-8111728.842665972,4986077.919912205
HWV,2023-02-17 16:00:00+00:00,40.8217,-72.8689,0.06,-8111728.842665972,4986077.919912205
HWV,2023-02-17 17:00:00+00:00,40.8217,-72.8689,0.03,-8111728.842665972,4986077.919912205
HWV,2023-02-17 18:00:00+00:00,40.8217,-72.8689,0.0001,-8111728.842665972,4986077.919912205
HWV,2023-02-17 19:00:00+00:00,40.8217,-72.8689,0.01,-8111728.842665972,4986077.919912205
HWV,2023-02-17 20:00:00+00:00,40.8217,-72.8689,0.0001,-8111728.842665972,4986077.919912205
HWY,2023-02-16 22:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 00:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 01:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 02:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 05:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 07:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 09:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 10:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 11:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 12:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 13:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 14:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 15:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 16:00:00+00:00,38.5863,-77.7106,0.02,-8650704.421239765,4662584.656960904
HWY,2023-02-17 17:00:00+00:00,38.5863,-77.7106,0.02,-8650704.421239765,4662584.656960904
HWY,2023-02-17 18:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 19:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HWY,2023-02-17 20:00:00+00:00,38.5863,-77.7106,0.01,-8650704.421239765,4662584.656960904
HYA,2023-02-17 01:00:00+00:00,41.67,-70.28,0.0001,-7823533.812951267,5111674.508592239
HYA,2023-02-17 02:00:00+00:00,41.67,-70.28,0.02,-7823533.812951267,5111674.508592239
HYA,2023-02-17 03:00:00+00:00,41.67,-70.28,0.0001,-7823533.812951267,5111674.508592239
HYA,2023-02-17 17:00:00+00:00,41.67,-70.28,0.02,-7823533.812951267,5111674.508592239
HYA,2023-02-17 18:00:00+00:00,41.67,-70.28,0.0001,-7823533.812951267,5111674.508592239
HYA,2023-02-17 19:00:00+00:00,41.67,-70.28,0.0001,-7823533.812951267,5111674.508592239
HYW,2023-02-17 21:00:00+00:00,33.8285,-79.1222,0.01,-8807843.014443552,4005796.947344762
HZL,2023-02-17 12:00:00+00:00,40.9868,-75.9949,0.02,-8459713.570885746,5010394.861779495
HZL,2023-02-17 13:00:00+00:00,40.9868,-75.9949,0.02,-8459713.570885746,5010394.861779495
HZL,2023-02-17 14:00:00+00:00,40.9868,-75.9949,0.01,-8459713.570885746,5010394.861779495
HZL,2023-02-17 15:00:00+00:00,40.9868,-75.9949,0.01,-8459713.570885746,5010394.861779495
HZL,2023-02-17 16:00:00+00:00,40.9868,-75.9949,0.04,-8459713.570885746,5010394.861779495
HZL,2023-02-17 17:00:00+00:00,40.9868,-75.9949,0.01,-8459713.570885746,5010394.861779495
HZL,2023-02-17 18:00:00+00:00,40.9868,-75.9949,0.01,-8459713.570885746,5010394.861779495
HZR,2023-02-16 22:00:00+00:00,30.7183,-91.4787,0.21,-10183362.302430635,3596218.8211262203
HZR,2023-02-16 23:00:00+00:00,30.7183,-91.4787,0.11,-10183362.302430635,3596218.8211262203
HZR,2023-02-17 00:00:00+00:00,30.7183,-91.4787,0.03,-10183362.302430635,3596218.8211262203
HZR,2023-02-17 01:00:00+00:00,30.7183,-91.4787,0.02,-10183362.302430635,3596218.8211262203
HZR,2023-02-17 04:00:00+00:00,30.7183,-91.4787,0.03,-10183362.302430635,3596218.8211262203
HZR,2023-02-17 05:00:00+00:00,30.7183,-91.4787,0.03,-10183362.302430635,3596218.8211262203
HZY,2023-02-17 01:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 02:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 07:00:00+00:00,41.778,-80.6955,0.05,-8982981.969308607,5127782.711365532
HZY,2023-02-17 08:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 09:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 11:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 16:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 17:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 19:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
HZY,2023-02-17 20:00:00+00:00,41.778,-80.6955,0.0001,-8982981.969308607,5127782.711365532
I19,2023-02-16 23:00:00+00:00,39.691,-83.992,0.06,-9349946.670708636,4821140.320014913
I23,2023-02-17 00:00:00+00:00,39.5704,-83.4205,0.01,-9286327.581720278,4803708.962329031
I23,2023-02-17 01:00:00+00:00,39.5704,-83.4205,0.01,-9286327.581720278,4803708.962329031
I67,2023-02-16 23:00:00+00:00,39.2589,-84.7743,0.01,-9437031.908356212,4758824.918793852
I69,2023-02-16 23:00:00+00:00,39.0784,-84.2102,0.01,-9374236.583599726,4732907.929808079
I69,2023-02-17 00:00:00+00:00,39.0784,-84.2102,0.01,-9374236.583599726,4732907.929808079
I69,2023-02-17 01:00:00+00:00,39.0784,-84.2102,0.01,-9374236.583599726,4732907.929808079
I69,2023-02-17 04:00:00+00:00,39.0784,-84.2102,0.01,-9374236.583599726,4732907.929808079
I69,2023-02-17 05:00:00+00:00,39.0784,-84.2102,0.01,-9374236.583599726,4732907.929808079
I74,2023-02-16 23:00:00+00:00,40.1326,-83.7534,0.05,-9323385.840205358,4885230.1012617145
I74,2023-02-17 04:00:00+00:00,40.1326,-83.7534,0.01,-9323385.840205358,4885230.1012617145
IAD,2023-02-16 22:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAD,2023-02-17 03:00:00+00:00,38.9348,-77.4473,0.01,-8621393.999313897,4712336.530453594
IAD,2023-02-17 04:00:00+00:00,38.9348,-77.4473,0.01,-8621393.999313897,4712336.530453594
IAD,2023-02-17 08:00:00+00:00,38.9348,-77.4473,0.01,-8621393.999313897,4712336.530453594
IAD,2023-02-17 09:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAD,2023-02-17 10:00:00+00:00,38.9348,-77.4473,0.07,-8621393.999313897,4712336.530453594
IAD,2023-02-17 11:00:00+00:00,38.9348,-77.4473,0.13,-8621393.999313897,4712336.530453594
IAD,2023-02-17 12:00:00+00:00,38.9348,-77.4473,0.11,-8621393.999313897,4712336.530453594
IAD,2023-02-17 13:00:00+00:00,38.9348,-77.4473,0.17,-8621393.999313897,4712336.530453594
IAD,2023-02-17 14:00:00+00:00,38.9348,-77.4473,0.01,-8621393.999313897,4712336.530453594
IAD,2023-02-17 15:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAD,2023-02-17 16:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAD,2023-02-17 17:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAD,2023-02-17 18:00:00+00:00,38.9348,-77.4473,0.0001,-8621393.999313897,4712336.530453594
IAG,2023-02-16 23:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 02:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 03:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 04:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 05:00:00+00:00,43.1073,-78.9462,0.01,-8788250.784063933,5328318.288128916
IAG,2023-02-17 06:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 07:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 08:00:00+00:00,43.1073,-78.9462,0.02,-8788250.784063933,5328318.288128916
IAG,2023-02-17 09:00:00+00:00,43.1073,-78.9462,0.10,-8788250.784063933,5328318.288128916
IAG,2023-02-17 10:00:00+00:00,43.1073,-78.9462,0.01,-8788250.784063933,5328318.288128916
IAG,2023-02-17 11:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 12:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 13:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 14:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 15:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IAG,2023-02-17 16:00:00+00:00,43.1073,-78.9462,0.0001,-8788250.784063933,5328318.288128916
IER,2023-02-17 20:00:00+00:00,31.7357,-93.0991,0.01,-10363744.405312058,3728666.9279415836
IJD,2023-02-16 23:00:00+00:00,41.7419,-72.1836,0.0001,-8035441.595625342,5122395.381971519
IJD,2023-02-17 00:00:00+00:00,41.7419,-72.1836,0.0001,-8035441.595625342,5122395.381971519
IJD,2023-02-17 15:00:00+00:00,41.7419,-72.1836,0.01,-8035441.595625342,5122395.381971519
IJD,2023-02-17 16:00:00+00:00,41.7419,-72.1836,0.06,-8035441.595625342,5122395.381971519
IJD,2023-02-17 17:00:00+00:00,41.7419,-72.1836,0.0001,-8035441.595625342,5122395.381971519
IJD,2023-02-17 19:00:00+00:00,41.7419,-72.1836,0.0001,-8035441.595625342,5122395.381971519
IJD,2023-02-17 20:00:00+00:00,41.7419,-72.1836,0.07,-8035441.595625342,5122395.381971519
IKW,2023-02-16 22:00:00+00:00,43.6629,-84.2613,0.01,-9379925.009579262,5413422.521081675
IKW,2023-02-16 23:00:00+00:00,43.6629,-84.2613,0.03,-9379925.009579262,5413422.521081675
IKW,2023-02-17 00:00:00+00:00,43.6629,-84.2613,0.03,-9379925.009579262,5413422.521081675
IKW,2023-02-17 01:00:00+00:00,43.6629,-84.2613,0.01,-9379925.009579262,5413422.521081675
IKW,2023-02-17 02:00:00+00:00,43.6629,-84.2613,0.01,-9379925.009579262,5413422.521081675
ILG,2023-02-16 22:00:00+00:00,39.6728,-75.6008,0.0001,-8415842.559564117,4818507.768931656
ILG,2023-02-16 23:00:00+00:00,39.6728,-75.6008,0.0001,-8415842.559564117,4818507.768931656
ILG,2023-02-17 02:00:00+00:00,39.6728,-75.6008,0.0001,-8415842.559564117,4818507.768931656
ILG,2023-02-17 10:00:00+00:00,39.6728,-75.6008,0.01,-8415842.559564117,4818507.768931656
ILG,2023-02-17 11:00:00+00:00,39.6728,-75.6008,0.02,-8415842.559564117,4818507.768931656
ILG,2023-02-17 12:00:00+00:00,39.6728,-75.6008,0.06,-8415842.559564117,4818507.768931656
ILG,2023-02-17 13:00:00+00:00,39.6728,-75.6008,0.16,-8415842.559564117,4818507.768931656
ILG,2023-02-17 14:00:00+00:00,39.6728,-75.6008,0.25,-8415842.559564117,4818507.768931656
ILG,2023-02-17 15:00:00+00:00,39.6728,-75.6008,0.13,-8415842.559564117,4818507.768931656
ILG,2023-02-17 16:00:00+00:00,39.6728,-75.6008,0.0001,-8415842.559564117,4818507.768931656
