Station,Time,Lat,Lon,1 Hour Precipitation,x,y
CWNE,2023-02-17 19:00:00+00:00,47.0581,-63.9986,0.06,-7124291.563482398,5951562.632801114
CWNE,2023-02-17 20:00:00+00:00,47.0581,-63.9986,0.05,-7124291.563482398,5951562.632801114
CWNH,2023-02-17 07:00:00+00:00,47.8058,-69.5486,0.0001,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 08:00:00+00:00,47.8058,-69.5486,0.04,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 09:00:00+00:00,47.8058,-69.5486,0.05,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 10:00:00+00:00,47.8058,-69.5486,0.05,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 11:00:00+00:00,47.8058,-69.5486,0.04,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 12:00:00+00:00,47.8058,-69.5486,0.05,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 13:00:00+00:00,47.8058,-69.5486,0.04,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 14:00:00+00:00,47.8058,-69.5486,0.04,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 15:00:00+00:00,47.8058,-69.5486,0.03,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 16:00:00+00:00,47.8058,-69.5486,0.02,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 17:00:00+00:00,47.8058,-69.5486,0.01,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 18:00:00+00:00,47.8058,-69.5486,0.03,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 19:00:00+00:00,47.8058,-69.5486,0.03,-7742114.737385066,6074607.469888323
CWNH,2023-02-17 20:00:00+00:00,47.8058,-69.5486,0.01,-7742114.737385066,6074607.469888323
CWNQ,2023-02-17 08:00:00+00:00,46.2258,-72.6572,0.05,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 09:00:00+00:00,46.2258,-72.6572,0.05,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 10:00:00+00:00,46.2258,-72.6572,0.13,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 11:00:00+00:00,46.2258,-72.6572,0.07,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 12:00:00+00:00,46.2258,-72.6572,0.09,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 13:00:00+00:00,46.2258,-72.6572,0.06,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 14:00:00+00:00,46.2258,-72.6572,0.08,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 15:00:00+00:00,46.2258,-72.6572,0.09,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 16:00:00+00:00,46.2258,-72.6572,0.05,-8088162.506465037,5816607.958444804
CWNQ,2023-02-17 17:00:00+00:00,46.2258,-72.6572,0.04,-8088162.506465037,5816607.958444804
CWOC,2023-02-17 12:00:00+00:00,48.0119,-65.3317,0.05,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 13:00:00+00:00,48.0119,-65.3317,0.04,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 14:00:00+00:00,48.0119,-65.3317,0.07,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 15:00:00+00:00,48.0119,-65.3317,0.09,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 16:00:00+00:00,48.0119,-65.3317,0.07,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 17:00:00+00:00,48.0119,-65.3317,0.05,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 18:00:00+00:00,48.0119,-65.3317,0.09,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 19:00:00+00:00,48.0119,-65.3317,0.11,-7272691.576658911,6108834.799250605
CWOC,2023-02-17 20:00:00+00:00,48.0119,-65.3317,0.08,-7272691.576658911,6108834.799250605
CWPD,2023-02-17 08:00:00+00:00,47.5622,-71.2289,0.16,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 09:00:00+00:00,47.5622,-71.2289,0.12,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 10:00:00+00:00,47.5622,-71.2289,0.07,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 11:00:00+00:00,47.5622,-71.2289,0.08,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 12:00:00+00:00,47.5622,-71.2289,0.08,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 13:00:00+00:00,47.5622,-71.2289,0.08,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 14:00:00+00:00,47.5622,-71.2289,0.08,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 15:00:00+00:00,47.5622,-71.2289,0.04,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 16:00:00+00:00,47.5622,-71.2289,0.04,-7929164.877765004,6034327.120694166
CWPD,2023-02-17 17:00:00+00:00,47.5622,-71.2289,0.04,-7929164.877765004,6034327.120694166
CWPE,2023-02-17 17:00:00+00:00,45.0667,-66.4667,0.03,-7399039.1987092765,5632028.155235217
CWPE,2023-02-17 18:00:00+00:00,45.0667,-66.4667,0.03,-7399039.1987092765,5632028.155235217
CWPE,2023-02-17 19:00:00+00:00,45.0667,-66.4667,0.01,-7399039.1987092765,5632028.155235217
CWPE,2023-02-17 20:00:00+00:00,45.0667,-66.4667,0.04,-7399039.1987092765,5632028.155235217
CWPF,2023-02-17 02:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 03:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 05:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 08:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 09:00:00+00:00,48.4319,-123.4395,0.03,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 10:00:00+00:00,48.4319,-123.4395,0.02,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 17:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 19:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPF,2023-02-17 20:00:00+00:00,48.4319,-123.4395,0.01,-13741222.28377629,6179010.754107868
CWPK,2023-02-17 04:00:00+00:00,47.9222,-74.6242,0.01,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 05:00:00+00:00,47.9222,-74.6242,0.05,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 06:00:00+00:00,47.9222,-74.6242,0.05,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 07:00:00+00:00,47.9222,-74.6242,0.05,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 08:00:00+00:00,47.9222,-74.6242,0.04,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 09:00:00+00:00,47.9222,-74.6242,0.01,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 10:00:00+00:00,47.9222,-74.6242,0.02,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 11:00:00+00:00,47.9222,-74.6242,0.01,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 12:00:00+00:00,47.9222,-74.6242,0.03,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 13:00:00+00:00,47.9222,-74.6242,0.0001,-8307127.944855406,6093921.432784473
CWPK,2023-02-17 14:00:00+00:00,47.9222,-74.6242,0.01,-8307127.944855406,6093921.432784473
CWPR,2023-02-17 10:00:00+00:00,49.4684,-120.5143,0.0001,-13415590.509307811,6354716.049467681
CWPR,2023-02-17 11:00:00+00:00,49.4684,-120.5143,0.0001,-13415590.509307811,6354716.049467681
CWPR,2023-02-17 12:00:00+00:00,49.4684,-120.5143,0.0001,-13415590.509307811,6354716.049467681
CWPR,2023-02-17 13:00:00+00:00,49.4684,-120.5143,0.0001,-13415590.509307811,6354716.049467681
CWQH,2023-02-17 09:00:00+00:00,45.3689,-71.8236,0.02,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 10:00:00+00:00,45.3689,-71.8236,0.04,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 11:00:00+00:00,45.3689,-71.8236,0.01,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 12:00:00+00:00,45.3689,-71.8236,0.05,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 13:00:00+00:00,45.3689,-71.8236,0.02,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 14:00:00+00:00,45.3689,-71.8236,0.01,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 15:00:00+00:00,45.3689,-71.8236,0.04,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 16:00:00+00:00,45.3689,-71.8236,0.09,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 17:00:00+00:00,45.3689,-71.8236,0.02,-7995366.578939763,5679785.4129980495
CWQH,2023-02-17 18:00:00+00:00,45.3689,-71.8236,0.02,-7995366.578939763,5679785.4129980495
CWQP,2023-02-17 02:00:00+00:00,43.8333,-77.15,0.01,-8588298.714701056,5439681.110784896
CWQP,2023-02-17 14:00:00+00:00,43.8333,-77.15,0.01,-8588298.714701056,5439681.110784896
CWRK,2023-02-17 03:00:00+00:00,45.0714,-77.8789,0.02,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 04:00:00+00:00,45.0714,-77.8789,0.02,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 05:00:00+00:00,45.0714,-77.8789,0.06,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 06:00:00+00:00,45.0714,-77.8789,0.03,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 07:00:00+00:00,45.0714,-77.8789,0.05,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 08:00:00+00:00,45.0714,-77.8789,0.06,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 09:00:00+00:00,45.0714,-77.8789,0.02,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 10:00:00+00:00,45.0714,-77.8789,0.0001,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 11:00:00+00:00,45.0714,-77.8789,0.01,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 12:00:00+00:00,45.0714,-77.8789,0.01,-8669439.491540274,5632768.96737132
CWRK,2023-02-17 14:00:00+00:00,45.0714,-77.8789,0.01,-8669439.491540274,5632768.96737132
CWSD,2023-02-17 19:00:00+00:00,46.4411,-63.8381,0.06,-7106424.785210078,5851319.77944115
CWSK,2023-02-16 22:00:00+00:00,49.7832,-123.1612,0.02,-13710242.069488524,6408814.213064291
CWSK,2023-02-16 23:00:00+00:00,49.7832,-123.1612,0.03,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 00:00:00+00:00,49.7832,-123.1612,0.06,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 01:00:00+00:00,49.7832,-123.1612,0.06,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 02:00:00+00:00,49.7832,-123.1612,0.04,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 03:00:00+00:00,49.7832,-123.1612,0.04,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 04:00:00+00:00,49.7832,-123.1612,0.04,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 05:00:00+00:00,49.7832,-123.1612,0.05,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 06:00:00+00:00,49.7832,-123.1612,0.02,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 07:00:00+00:00,49.7832,-123.1612,0.02,-13710242.069488524,6408814.213064291
CWSK,2023-02-17 08:00:00+00:00,49.7832,-123.1612,0.01,-13710242.069488524,6408814.213064291
CWSP,2023-02-17 01:00:00+00:00,48.3767,-123.921,0.03,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 02:00:00+00:00,48.3767,-123.921,0.04,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 03:00:00+00:00,48.3767,-123.921,0.03,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 04:00:00+00:00,48.3767,-123.921,0.02,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 07:00:00+00:00,48.3767,-123.921,0.05,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 08:00:00+00:00,48.3767,-123.921,0.05,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 09:00:00+00:00,48.3767,-123.921,0.02,-13794822.618593255,6169754.670978252
CWSP,2023-02-17 10:00:00+00:00,48.3767,-123.921,0.01,-13794822.618593255,6169754.670978252
CWSS,2023-02-17 17:00:00+00:00,45.2103,-67.2528,0.09,-7486547.450421868,5654689.900092344
CWSS,2023-02-17 19:00:00+00:00,45.2103,-67.2528,0.01,-7486547.450421868,5654689.900092344
CWSS,2023-02-17 20:00:00+00:00,45.2103,-67.2528,0.01,-7486547.450421868,5654689.900092344
CWST,2023-02-17 09:00:00+00:00,47.3558,-70.0319,0.04,-7795915.447285454,6000344.298507994
CWST,2023-02-17 10:00:00+00:00,47.3558,-70.0319,0.05,-7795915.447285454,6000344.298507994
CWST,2023-02-17 11:00:00+00:00,47.3558,-70.0319,0.06,-7795915.447285454,6000344.298507994
CWST,2023-02-17 12:00:00+00:00,47.3558,-70.0319,0.05,-7795915.447285454,6000344.298507994
CWST,2023-02-17 13:00:00+00:00,47.3558,-70.0319,0.04,-7795915.447285454,6000344.298507994
CWST,2023-02-17 14:00:00+00:00,47.3558,-70.0319,0.05,-7795915.447285454,6000344.298507994
CWST,2023-02-17 15:00:00+00:00,47.3558,-70.0319,0.02,-7795915.447285454,6000344.298507994
CWST,2023-02-17 16:00:00+00:00,47.3558,-70.0319,0.03,-7795915.447285454,6000344.298507994
CWST,2023-02-17 17:00:00+00:00,47.3558,-70.0319,0.02,-7795915.447285454,6000344.298507994
CWST,2023-02-17 18:00:00+00:00,47.3558,-70.0319,0.02,-7795915.447285454,6000344.298507994
CWST,2023-02-17 19:00:00+00:00,47.3558,-70.0319,0.02,-7795915.447285454,6000344.298507994
CWST,2023-02-17 20:00:00+00:00,47.3558,-70.0319,0.03,-7795915.447285454,6000344.298507994
CWTA,2023-02-17 07:00:00+00:00,45.5049,-73.5793,0.04,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 08:00:00+00:00,45.5049,-73.5793,0.05,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 09:00:00+00:00,45.5049,-73.5793,0.03,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 10:00:00+00:00,45.5049,-73.5793,0.04,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 11:00:00+00:00,45.5049,-73.5793,0.07,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 12:00:00+00:00,45.5049,-73.5793,0.02,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 13:00:00+00:00,45.5049,-73.5793,0.05,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 14:00:00+00:00,45.5049,-73.5793,0.07,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 15:00:00+00:00,45.5049,-73.5793,0.03,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 16:00:00+00:00,45.5049,-73.5793,0.01,-8190810.2089255145,5701360.991830571
CWTA,2023-02-17 17:00:00+00:00,45.5049,-73.5793,0.01,-8190810.2089255145,5701360.991830571
CWTN,2023-02-17 09:00:00+00:00,47.0786,-70.7808,0.03,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 10:00:00+00:00,47.0786,-70.7808,0.02,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 11:00:00+00:00,47.0786,-70.7808,0.06,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 12:00:00+00:00,47.0786,-70.7808,0.05,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 13:00:00+00:00,47.0786,-70.7808,0.06,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 14:00:00+00:00,47.0786,-70.7808,0.04,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 15:00:00+00:00,47.0786,-70.7808,0.04,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 16:00:00+00:00,47.0786,-70.7808,0.02,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 17:00:00+00:00,47.0786,-70.7808,0.04,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 18:00:00+00:00,47.0786,-70.7808,0.04,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 19:00:00+00:00,47.0786,-70.7808,0.01,-7879282.613940537,5954913.043073114
CWTN,2023-02-17 20:00:00+00:00,47.0786,-70.7808,0.01,-7879282.613940537,5954913.043073114
CWVQ,2023-02-17 07:00:00+00:00,45.4272,-73.9292,0.06,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 08:00:00+00:00,45.4272,-73.9292,0.04,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 09:00:00+00:00,45.4272,-73.9292,0.01,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 10:00:00+00:00,45.4272,-73.9292,0.05,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 11:00:00+00:00,45.4272,-73.9292,0.07,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 12:00:00+00:00,45.4272,-73.9292,0.03,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 13:00:00+00:00,45.4272,-73.9292,0.05,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 14:00:00+00:00,45.4272,-73.9292,0.04,-8229760.89875408,5689027.989341382
CWVQ,2023-02-17 15:00:00+00:00,45.4272,-73.9292,0.04,-8229760.89875408,5689027.989341382
CWVU,2023-02-17 18:00:00+00:00,44.2858,-66.3467,0.01,-7385680.859814083,5509777.443058723
CWVU,2023-02-17 19:00:00+00:00,44.2858,-66.3467,0.05,-7385680.859814083,5509777.443058723
CWVU,2023-02-17 20:00:00+00:00,44.2858,-66.3467,0.06,-7385680.859814083,5509777.443058723
CWWA,2023-02-16 22:00:00+00:00,49.3471,-123.1933,0.01,-13713815.425142989,6333963.54468329
CWWA,2023-02-16 23:00:00+00:00,49.3471,-123.1933,0.04,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 00:00:00+00:00,49.3471,-123.1933,0.05,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 01:00:00+00:00,49.3471,-123.1933,0.07,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 02:00:00+00:00,49.3471,-123.1933,0.06,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 03:00:00+00:00,49.3471,-123.1933,0.07,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 04:00:00+00:00,49.3471,-123.1933,0.06,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 05:00:00+00:00,49.3471,-123.1933,0.09,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 06:00:00+00:00,49.3471,-123.1933,0.11,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 07:00:00+00:00,49.3471,-123.1933,0.11,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 08:00:00+00:00,49.3471,-123.1933,0.07,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 09:00:00+00:00,49.3471,-123.1933,0.03,-13713815.425142989,6333963.54468329
CWWA,2023-02-17 10:00:00+00:00,49.3471,-123.1933,0.0001,-13713815.425142989,6333963.54468329
CWWE,2023-02-17 18:00:00+00:00,43.99,-64.6642,0.01,-7198385.816554399,5463894.79068277
CWWK,2023-02-17 02:00:00+00:00,49.0181,-122.784,0.02,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 03:00:00+00:00,49.0181,-122.784,0.05,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 04:00:00+00:00,49.0181,-122.784,0.05,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 05:00:00+00:00,49.0181,-122.784,0.04,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 06:00:00+00:00,49.0181,-122.784,0.03,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 07:00:00+00:00,49.0181,-122.784,0.03,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 08:00:00+00:00,49.0181,-122.784,0.04,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 09:00:00+00:00,49.0181,-122.784,0.05,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 10:00:00+00:00,49.0181,-122.784,0.02,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 13:00:00+00:00,49.0181,-122.784,0.01,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 14:00:00+00:00,49.0181,-122.784,0.04,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 15:00:00+00:00,49.0181,-122.784,0.02,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 16:00:00+00:00,49.0181,-122.784,0.01,-13668252.357561303,6277933.143540495
CWWK,2023-02-17 17:00:00+00:00,49.0181,-122.784,0.01,-13668252.357561303,6277933.143540495
CWWZ,2023-02-17 03:00:00+00:00,43.25,-79.2167,0.01,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 04:00:00+00:00,43.25,-79.2167,0.02,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 05:00:00+00:00,43.25,-79.2167,0.07,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 06:00:00+00:00,43.25,-79.2167,0.03,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 08:00:00+00:00,43.25,-79.2167,0.05,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 09:00:00+00:00,43.25,-79.2167,0.08,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 10:00:00+00:00,43.25,-79.2167,0.01,-8818362.706323514,5350102.143460672
CWWZ,2023-02-17 12:00:00+00:00,43.25,-79.2167,0.0001,-8818362.706323514,5350102.143460672
CWXC,2023-02-17 17:00:00+00:00,48.8942,-71.0317,0.01,-7907212.67418057,6256928.377547636
CWYJ,2023-02-17 09:00:00+00:00,48.4569,-123.3047,0.02,-13726216.416417358,6183206.128988188
CWYJ,2023-02-17 10:00:00+00:00,48.4569,-123.3047,0.04,-13726216.416417358,6183206.128988188
CWYJ,2023-02-17 18:00:00+00:00,48.4569,-123.3047,0.01,-13726216.416417358,6183206.128988188
CWZA,2023-02-17 02:00:00+00:00,49.243,-121.7601,0.01,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 03:00:00+00:00,49.243,-121.7601,0.02,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 04:00:00+00:00,49.243,-121.7601,0.04,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 05:00:00+00:00,49.243,-121.7601,0.05,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 06:00:00+00:00,49.243,-121.7601,0.05,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 07:00:00+00:00,49.243,-121.7601,0.09,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 08:00:00+00:00,49.243,-121.7601,0.07,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 09:00:00+00:00,49.243,-121.7601,0.10,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 10:00:00+00:00,49.243,-121.7601,0.06,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 11:00:00+00:00,49.243,-121.7601,0.04,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 12:00:00+00:00,49.243,-121.7601,0.03,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 13:00:00+00:00,49.243,-121.7601,0.01,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 14:00:00+00:00,49.243,-121.7601,0.02,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 15:00:00+00:00,49.243,-121.7601,0.02,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 16:00:00+00:00,49.243,-121.7601,0.0001,-13554272.33093807,6316194.445685742
CWZA,2023-02-17 18:00:00+00:00,49.243,-121.7601,0.0001,-13554272.33093807,6316194.445685742
CXBI,2023-02-17 00:00:00+00:00,44.4845,-79.5467,0.01,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 01:00:00+00:00,44.4845,-79.5467,0.02,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 02:00:00+00:00,44.4845,-79.5467,0.01,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 03:00:00+00:00,44.4845,-79.5467,0.04,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 04:00:00+00:00,44.4845,-79.5467,0.06,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 05:00:00+00:00,44.4845,-79.5467,0.02,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 06:00:00+00:00,44.4845,-79.5467,0.07,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 07:00:00+00:00,44.4845,-79.5467,0.06,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 08:00:00+00:00,44.4845,-79.5467,0.03,-8855098.138285296,5540728.386152751
CXBI,2023-02-17 09:00:00+00:00,44.4845,-79.5467,0.02,-8855098.138285296,5540728.386152751
CXBO,2023-02-17 09:00:00+00:00,46.8369,-71.1972,0.03,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 10:00:00+00:00,46.8369,-71.1972,0.03,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 11:00:00+00:00,46.8369,-71.1972,0.08,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 12:00:00+00:00,46.8369,-71.1972,0.07,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 13:00:00+00:00,46.8369,-71.1972,0.09,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 14:00:00+00:00,46.8369,-71.1972,0.09,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 15:00:00+00:00,46.8369,-71.1972,0.10,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 16:00:00+00:00,46.8369,-71.1972,0.05,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 17:00:00+00:00,46.8369,-71.1972,0.03,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 18:00:00+00:00,46.8369,-71.1972,0.03,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 19:00:00+00:00,46.8369,-71.1972,0.02,-7925636.049906856,5915492.516625259
CXBO,2023-02-17 20:00:00+00:00,46.8369,-71.1972,0.04,-7925636.049906856,5915492.516625259
CXDI,2023-02-17 01:00:00+00:00,42.8635,-80.5453,0.01,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 02:00:00+00:00,42.8635,-80.5453,0.01,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 03:00:00+00:00,42.8635,-80.5453,0.03,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 04:00:00+00:00,42.8635,-80.5453,0.04,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 05:00:00+00:00,42.8635,-80.5453,0.03,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 06:00:00+00:00,42.8635,-80.5453,0.09,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 07:00:00+00:00,42.8635,-80.5453,0.10,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 08:00:00+00:00,42.8635,-80.5453,0.02,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 09:00:00+00:00,42.8635,-80.5453,0.0001,-8966261.781791456,5291218.180120245
CXDI,2023-02-17 10:00:00+00:00,42.8635,-80.5453,0.0001,-8966261.781791456,5291218.180120245
CXE,2023-02-17 13:00:00+00:00,36.7883,-78.5016,0.24,-8738758.138457244,4409639.473949524
CXE,2023-02-17 14:00:00+00:00,36.7883,-78.5016,0.28,-8738758.138457244,4409639.473949524
CXE,2023-02-17 15:00:00+00:00,36.7883,-78.5016,0.06,-8738758.138457244,4409639.473949524
CXE,2023-02-17 16:00:00+00:00,36.7883,-78.5016,0.01,-8738758.138457244,4409639.473949524
