id,OBS Time,category,Current WX,description_id,geom,Lon,Lat,ptype,Station,color,Time
3434571,2023-02-13 20:38:01Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.47174311330973, 32.374600644627186]}",-106.47174311330973,32.374600644627186,6.0,MPING,#169c2f,2023-02-13 21:00:00+00:00
3434572,2023-02-13 20:40:12Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-123.08153957975478, 44.0127434206886]}",-123.08153957975478,44.0127434206886,8.0,MPING,#42ffca,2023-02-13 21:00:00+00:00
3434577,2023-02-13 20:48:43Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.49923115195172, 32.3831884178235]}",-106.49923115195172,32.3831884178235,6.0,MPING,#169c2f,2023-02-13 21:00:00+00:00
3434581,2023-02-13 20:58:19Z,Rain/Snow,Mixed Ice Pellets and Snow,10,"{'type': 'Point', 'coordinates': [-105.15011864150532, 38.99662725845963]}",-105.15011864150532,38.99662725845963,3.0,MPING,#56419c,2023-02-13 21:00:00+00:00
3434582,2023-02-13 20:58:42Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.24780112447652, 48.72283905080087]}",-116.24780112447652,48.72283905080087,1.0,MPING,#1f48cf,2023-02-13 21:00:00+00:00
3434584,2023-02-13 21:03:34Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-123.30067532817831, 43.383485741607586]}",-123.30067532817831,43.383485741607586,2.0,MPING,#ac6cd9,2023-02-13 22:00:00+00:00
3434585,2023-02-13 21:04:15Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.85261325261759, 42.35715810605414]}",-122.85261325261759,42.35715810605414,2.0,MPING,#ac6cd9,2023-02-13 22:00:00+00:00
3434587,2023-02-13 21:10:22Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-110.9890718, 31.851093]}",-110.9890718,31.851093,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434588,2023-02-13 21:15:24Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-124.30595130017775, 43.33667780373464]}",-124.30595130017775,43.33667780373464,8.0,MPING,#42ffca,2023-02-13 22:00:00+00:00
3434589,2023-02-13 21:15:34Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-106.5416244, 35.1114268]}",-106.5416244,35.1114268,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434591,2023-02-13 21:17:36Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.13900932127413, 48.07171602078043]}",-122.13900932127413,48.07171602078043,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434593,2023-02-13 21:20:54Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-105.4756233, 39.4405632]}",-105.4756233,39.4405632,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434594,2023-02-13 21:24:11Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-102.08251169549834, 32.02270643389676]}",-102.08251169549834,32.02270643389676,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434595,2023-02-13 21:24:47Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-110.9890997, 31.8511202]}",-110.9890997,31.8511202,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434597,2023-02-13 21:33:48Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-117.07771940019963, 46.907983674427115]}",-117.07771940019963,46.907983674427115,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434598,2023-02-13 21:34:55Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.39297616306915, 48.74331298754464]}",-122.39297616306915,48.74331298754464,8.0,MPING,#42ffca,2023-02-13 22:00:00+00:00
3434599,2023-02-13 21:34:57Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-122.75358435437282, 48.120653806682874]}",-122.75358435437282,48.120653806682874,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434600,2023-02-13 21:35:52Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-105.6608032343437, 32.9536931970761]}",-105.6608032343437,32.9536931970761,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434601,2023-02-13 21:38:46Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.08964295574482, 44.896104982456684]}",-116.08964295574482,44.896104982456684,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434602,2023-02-13 21:40:02Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-110.42462236286558, 31.58700695150591]}",-110.42462236286558,31.58700695150591,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434604,2023-02-13 21:44:29Z,Rain/Snow,Mixed Rain and Snow,9,"{'type': 'Point', 'coordinates': [-122.24201263721427, 47.875142680385544]}",-122.24201263721427,47.875142680385544,7.0,MPING,#0be3df,2023-02-13 22:00:00+00:00
3434605,2023-02-13 21:47:28Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-118.69235702801373, 48.73232971881398]}",-118.69235702801373,48.73232971881398,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434607,2023-02-13 21:48:54Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2076003, 48.0074208]}",-122.2076003,48.0074208,2.0,MPING,#ac6cd9,2023-02-13 22:00:00+00:00
3434608,2023-02-13 21:49:01Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.5510212, 31.8499465]}",-106.5510212,31.8499465,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434609,2023-02-13 21:50:37Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.2907757, 47.8572031]}",-122.2907757,47.8572031,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434613,2023-02-13 21:53:46Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.175754, 47.8388629]}",-122.175754,47.8388629,6.0,MPING,#169c2f,2023-02-13 22:00:00+00:00
3434614,2023-02-13 21:56:49Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.2598643, 45.3959583]}",-122.2598643,45.3959583,1.0,MPING,#1f48cf,2023-02-13 22:00:00+00:00
3434616,2023-02-13 22:01:28Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.7798979954019, 47.765286290131584]}",-116.7798979954019,47.765286290131584,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434617,2023-02-13 22:01:33Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2749744, 47.8339712]}",-122.2749744,47.8339712,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434619,2023-02-13 22:02:05Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.2548614, 47.8666009]}",-122.2548614,47.8666009,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434621,2023-02-13 22:06:14Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-123.025014, 45.0046148]}",-123.025014,45.0046148,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434624,2023-02-13 22:09:02Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.0993906, 47.8280853]}",-122.0993906,47.8280853,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434625,2023-02-13 22:10:16Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.69435302868423, 47.90761409028668]}",-122.69435302868423,47.90761409028668,8.0,MPING,#42ffca,2023-02-13 23:00:00+00:00
3434626,2023-02-13 22:10:36Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-105.1501514297958, 38.99662148676719]}",-105.1501514297958,38.99662148676719,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434628,2023-02-13 22:11:58Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.30885146276596, 47.719645139404136]}",-122.30885146276596,47.719645139404136,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434629,2023-02-13 22:13:19Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.5464450636366, 35.08345526306996]}",-106.5464450636366,35.08345526306996,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434630,2023-02-13 22:16:08Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.5604022, 35.1175698]}",-106.5604022,35.1175698,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434632,2023-02-13 22:20:10Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-121.9845842476142, 47.874387907085065]}",-121.9845842476142,47.874387907085065,8.0,MPING,#42ffca,2023-02-13 23:00:00+00:00
3434633,2023-02-13 22:20:13Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.1756778, 47.8388583]}",-122.1756778,47.8388583,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434634,2023-02-13 22:20:32Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.166727, 48.069914]}",-122.166727,48.069914,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434635,2023-02-13 22:20:57Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.24986638461517, 47.76820817930981]}",-122.24986638461517,47.76820817930981,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434636,2023-02-13 22:21:46Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.3013929, 47.7372415]}",-122.3013929,47.7372415,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434637,2023-02-13 22:22:00Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2646834236777, 47.88271486763645]}",-122.2646834236777,47.88271486763645,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434638,2023-02-13 22:22:10Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2482211, 47.8880848]}",-122.2482211,47.8880848,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434639,2023-02-13 22:22:53Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2792944220102, 47.704754699997615]}",-122.2792944220102,47.704754699997615,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434641,2023-02-13 22:23:45Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.00770865260566, 47.87934858714388]}",-122.00770865260566,47.87934858714388,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434642,2023-02-13 22:24:28Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.00792429462766, 47.879365129194134]}",-122.00792429462766,47.879365129194134,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434643,2023-02-13 22:26:05Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54648398889418, 35.083459898466664]}",-106.54648398889418,35.083459898466664,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434646,2023-02-13 22:28:18Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.24980386684786, 47.768191354455226]}",-122.24980386684786,47.768191354455226,8.0,MPING,#42ffca,2023-02-13 23:00:00+00:00
3434648,2023-02-13 22:30:47Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.24401225720334, 47.708479992409124]}",-122.24401225720334,47.708479992409124,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434649,2023-02-13 22:31:15Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-110.9891283, 31.8511215]}",-110.9891283,31.8511215,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434654,2023-02-13 22:34:31Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.20469050870922, 47.67455056572188]}",-122.20469050870922,47.67455056572188,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434655,2023-02-13 22:35:40Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-105.66091604451991, 32.95328451118125]}",-105.66091604451991,32.95328451118125,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434657,2023-02-13 22:36:23Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54645211365381, 35.08345859038692]}",-106.54645211365381,35.08345859038692,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434656,2023-02-13 22:36:25Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-131.75657965255132, 55.491393045574284]}",-131.75657965255132,55.491393045574284,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434659,2023-02-13 22:38:38Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.1757149, 47.8388331]}",-122.1757149,47.8388331,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434662,2023-02-13 22:42:57Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-121.98447699407451, 47.87439478628614]}",-121.98447699407451,47.87439478628614,8.0,MPING,#42ffca,2023-02-13 23:00:00+00:00
3434663,2023-02-13 22:43:17Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-104.71795749420794, 38.907271022885595]}",-104.71795749420794,38.907271022885595,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434664,2023-02-13 22:43:36Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.04294977792588, 47.7485929513352]}",-122.04294977792588,47.7485929513352,8.0,MPING,#42ffca,2023-02-13 23:00:00+00:00
3434665,2023-02-13 22:44:22Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.26418998103799, 47.930683577477865]}",-122.26418998103799,47.930683577477865,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434666,2023-02-13 22:45:57Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54650847836429, 35.08346443092764]}",-106.54650847836429,35.08346443092764,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434668,2023-02-13 22:46:57Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.1031154, 47.7286463]}",-122.1031154,47.7286463,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434669,2023-02-13 22:47:15Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.15930981998676, 35.04833608845102]}",-106.15930981998676,35.04833608845102,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434670,2023-02-13 22:48:31Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.25632799997312, 47.6870399882489]}",-122.25632799997312,47.6870399882489,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434671,2023-02-13 22:49:02Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.17509729653722, 47.67044732721049]}",-122.17509729653722,47.67044732721049,2.0,MPING,#ac6cd9,2023-02-13 23:00:00+00:00
3434672,2023-02-13 22:49:14Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-104.8269368, 38.7155877]}",-104.8269368,38.7155877,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434673,2023-02-13 22:49:20Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-104.7117093, 38.9211297]}",-104.7117093,38.9211297,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434674,2023-02-13 22:49:20Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.42234047614477, 43.533686611766356]}",-116.42234047614477,43.533686611766356,1.0,MPING,#1f48cf,2023-02-13 23:00:00+00:00
3434675,2023-02-13 22:50:57Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-110.9891602, 31.8511627]}",-110.9891602,31.8511627,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434678,2023-02-13 22:56:41Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54652849614692, 35.083456111343466]}",-106.54652849614692,35.083456111343466,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434679,2023-02-13 22:56:46Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-110.9812026, 31.9013248]}",-110.9812026,31.9013248,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434680,2023-02-13 22:57:31Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-104.77678622721476, 38.83988322189739]}",-104.77678622721476,38.83988322189739,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434681,2023-02-13 22:59:21Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.33083036488364, 47.693503309618784]}",-122.33083036488364,47.693503309618784,6.0,MPING,#169c2f,2023-02-13 23:00:00+00:00
3434682,2023-02-13 23:01:07Z,Rain/Snow,Mixed Ice Pellets and Snow,10,"{'type': 'Point', 'coordinates': [-105.15009284029263, 38.99669172711577]}",-105.15009284029263,38.99669172711577,3.0,MPING,#56419c,2023-02-14 00:00:00+00:00
3434683,2023-02-13 23:02:48Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.59406304293906, 43.64533889253789]}",-116.59406304293906,43.64533889253789,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434684,2023-02-13 23:03:30Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.59405619482953, 43.64538277410832]}",-116.59405619482953,43.64538277410832,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434685,2023-02-13 23:04:33Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.23120829517623, 34.821065507724136]}",-106.23120829517623,34.821065507724136,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434686,2023-02-13 23:04:47Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-106.23203197109525, 35.15230327468898]}",-106.23203197109525,35.15230327468898,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434687,2023-02-13 23:06:20Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.546445160482, 35.08345973672822]}",-106.546445160482,35.08345973672822,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434690,2023-02-13 23:07:33Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.4032708388906, 43.6531718681044]}",-116.4032708388906,43.6531718681044,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434692,2023-02-13 23:07:48Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.29705702776941, 47.669871451557725]}",-122.29705702776941,47.669871451557725,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434693,2023-02-13 23:08:07Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-131.75634453556845, 55.49127955490921]}",-131.75634453556845,55.49127955490921,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434694,2023-02-13 23:08:18Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-106.01200636627534, 34.96724549553206]}",-106.01200636627534,34.96724549553206,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434695,2023-02-13 23:08:23Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.8390555, 42.2930728]}",-122.8390555,42.2930728,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434696,2023-02-13 23:08:56Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.58069668985176, 45.477494890829604]}",-122.58069668985176,45.477494890829604,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434697,2023-02-13 23:09:21Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.31159769010011, 47.67512421128152]}",-122.31159769010011,47.67512421128152,8.0,MPING,#42ffca,2023-02-14 00:00:00+00:00
3434698,2023-02-13 23:10:42Z,Rain/Snow,Mixed Rain and Snow,9,"{'type': 'Point', 'coordinates': [-105.94139115492928, 35.526816280023645]}",-105.94139115492928,35.526816280023645,7.0,MPING,#0be3df,2023-02-14 00:00:00+00:00
3434699,2023-02-13 23:11:24Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-121.8859022, 47.8737495]}",-121.8859022,47.8737495,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434700,2023-02-13 23:14:43Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54652776974426, 35.083466700557445]}",-106.54652776974426,35.083466700557445,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434701,2023-02-13 23:16:37Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.40338826935402, 43.65319848064673]}",-116.40338826935402,43.65319848064673,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434703,2023-02-13 23:17:45Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.61058852343277, 35.10510259680453]}",-106.61058852343277,35.10510259680453,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434705,2023-02-13 23:18:44Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-121.96578747730409, 47.632300844438284]}",-121.96578747730409,47.632300844438284,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434708,2023-02-13 23:19:43Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-122.30301299498863, 47.66156032908019]}",-122.30301299498863,47.66156032908019,8.0,MPING,#42ffca,2023-02-14 00:00:00+00:00
3434711,2023-02-13 23:20:49Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-157.8164114, 21.2981947]}",-157.8164114,21.2981947,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434712,2023-02-13 23:22:50Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-104.724271, 38.882926]}",-104.724271,38.882926,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434713,2023-02-13 23:23:12Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.352615, 43.550842]}",-116.352615,43.550842,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434714,2023-02-13 23:23:14Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.3421109, 47.6101242]}",-122.3421109,47.6101242,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434715,2023-02-13 23:24:11Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-108.7066747943284, 35.52459249545698]}",-108.7066747943284,35.52459249545698,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434716,2023-02-13 23:25:12Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.38943916296698, 47.649712439350004]}",-122.38943916296698,47.649712439350004,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434717,2023-02-13 23:25:41Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.36871876765262, 47.65345187862185]}",-122.36871876765262,47.65345187862185,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434718,2023-02-13 23:26:05Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.3894505492229, 47.64974508070059]}",-122.3894505492229,47.64974508070059,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434719,2023-02-13 23:26:24Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.36877799385441, 47.653416976929165]}",-122.36877799385441,47.653416976929165,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434720,2023-02-13 23:26:26Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-105.94141986554243, 35.52679383805478]}",-105.94141986554243,35.52679383805478,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434721,2023-02-13 23:26:36Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-106.54649356204276, 35.08345249368853]}",-106.54649356204276,35.08345249368853,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434722,2023-02-13 23:27:46Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.200133, 43.6290098]}",-116.200133,43.6290098,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434723,2023-02-13 23:28:16Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.14221317196304, 47.63912093121159]}",-122.14221317196304,47.63912093121159,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434724,2023-02-13 23:29:17Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-110.26957078238624, 31.501974248426887]}",-110.26957078238624,31.501974248426887,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434725,2023-02-13 23:29:25Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-122.30433957159764, 47.64106316376727]}",-122.30433957159764,47.64106316376727,6.0,MPING,#169c2f,2023-02-14 00:00:00+00:00
3434726,2023-02-13 23:30:00Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-121.96584810482591, 47.63225113023827]}",-121.96584810482591,47.63225113023827,2.0,MPING,#ac6cd9,2023-02-14 00:00:00+00:00
3434727,2023-02-13 23:30:25Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-106.0062814, 39.5979149]}",-106.0062814,39.5979149,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434729,2023-02-13 23:31:13Z,Rain/Snow,Mixed Rain and Snow,9,"{'type': 'Point', 'coordinates': [-110.23485578206808, 31.548631725700094]}",-110.23485578206808,31.548631725700094,7.0,MPING,#0be3df,2023-02-14 00:00:00+00:00
3434730,2023-02-13 23:32:10Z,Rain/Snow,Mixed Rain and Snow,9,"{'type': 'Point', 'coordinates': [-122.30436427474805, 47.64105536586075]}",-122.30436427474805,47.64105536586075,7.0,MPING,#0be3df,2023-02-14 00:00:00+00:00
3434731,2023-02-13 23:32:40Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-116.1563806236872, 43.577544218901394]}",-116.1563806236872,43.577544218901394,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
3434732,2023-02-13 23:32:51Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.267839, 45.3954314]}",-122.267839,45.3954314,1.0,MPING,#1f48cf,2023-02-14 00:00:00+00:00
