id,OBS Time,category,Current WX,description_id,geom,Lon,Lat,ptype,Station,color,Time
3435242,2023-02-14 05:59:40Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-94.594027, 34.889909]}",-94.594027,34.889909,6.0,MPING,#169c2f,2023-02-14 06:00:00+00:00
3435243,2023-02-14 06:00:57Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.8390804, 42.2930985]}",-122.8390804,42.2930985,1.0,MPING,#1f48cf,2023-02-14 06:00:00+00:00
3435244,2023-02-14 06:01:33Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.1509336, 47.3598478]}",-122.1509336,47.3598478,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435245,2023-02-14 06:03:29Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.26862816645186, 47.18755661563201]}",-122.26862816645186,47.18755661563201,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435246,2023-02-14 06:04:19Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-98.115386, 29.440566]}",-98.115386,29.440566,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435247,2023-02-14 06:04:52Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-98.115386, 29.440567]}",-98.115386,29.440567,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435248,2023-02-14 06:06:28Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.41261563275232, 45.52872961391304]}",-122.41261563275232,45.52872961391304,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435250,2023-02-14 06:07:54Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-117.802972, 33.698047]}",-117.802972,33.698047,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435252,2023-02-14 06:09:31Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-117.83932026486642, 33.65614858459098]}",-117.83932026486642,33.65614858459098,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435253,2023-02-14 06:11:17Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.0575598, 47.4016362]}",-122.0575598,47.4016362,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435254,2023-02-14 06:18:06Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-99.52883056973882, 33.94809017451552]}",-99.52883056973882,33.94809017451552,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435255,2023-02-14 06:19:12Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.77025755324387, 45.513231800347405]}",-122.77025755324387,45.513231800347405,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435256,2023-02-14 06:21:02Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.1636071, 47.3792617]}",-122.1636071,47.3792617,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435257,2023-02-14 06:22:18Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.3278027796561, 37.68521127273063]}",-97.3278027796561,37.68521127273063,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435258,2023-02-14 06:22:29Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.04283778308933, 47.25870105682121]}",-122.04283778308933,47.25870105682121,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435259,2023-02-14 06:24:06Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.37785262943225, 45.487105369653214]}",-122.37785262943225,45.487105369653214,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435260,2023-02-14 06:24:20Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.59002486909377, 45.68762115953747]}",-122.59002486909377,45.68762115953747,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435262,2023-02-14 06:26:25Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-121.89974801626232, 47.65307586644587]}",-121.89974801626232,47.65307586644587,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435263,2023-02-14 06:29:22Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-98.58607130240011, 29.58140192681412]}",-98.58607130240011,29.58140192681412,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435264,2023-02-14 06:30:57Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.1670577, 47.4554608]}",-122.1670577,47.4554608,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435266,2023-02-14 06:34:44Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-99.38996456988934, 36.40354579690122]}",-99.38996456988934,36.40354579690122,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435267,2023-02-14 06:37:46Z,Rain/Snow,Mixed Rain and Snow,9,"{'type': 'Point', 'coordinates': [-122.56201370592272, 45.48206762773795]}",-122.56201370592272,45.48206762773795,7.0,MPING,#0be3df,2023-02-14 07:00:00+00:00
3435269,2023-02-14 06:41:45Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.5806506, 45.4776968]}",-122.5806506,45.4776968,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435270,2023-02-14 06:41:54Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.5621622570463, 45.48208173470898]}",-122.5621622570463,45.48208173470898,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435271,2023-02-14 06:43:12Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2661006, 48.2271005]}",-122.2661006,48.2271005,2.0,MPING,#ac6cd9,2023-02-14 07:00:00+00:00
3435272,2023-02-14 06:43:53Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.37650022891565, 45.485237319687705]}",-122.37650022891565,45.485237319687705,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435273,2023-02-14 06:43:54Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-122.2660828, 48.2271109]}",-122.2660828,48.2271109,2.0,MPING,#ac6cd9,2023-02-14 07:00:00+00:00
3435274,2023-02-14 06:45:31Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.31261382822163, 47.056843643120544]}",-122.31261382822163,47.056843643120544,1.0,MPING,#1f48cf,2023-02-14 07:00:00+00:00
3435275,2023-02-14 06:52:21Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.47037488976258, 37.650419566815394]}",-97.47037488976258,37.650419566815394,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435276,2023-02-14 06:52:31Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.81655935082125, 31.855007727317833]}",-96.81655935082125,31.855007727317833,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435277,2023-02-14 06:53:34Z,Rain/Snow,Ice Pellets/Sleet,7,"{'type': 'Point', 'coordinates': [-123.84272505540758, 46.18872142401169]}",-123.84272505540758,46.18872142401169,2.0,MPING,#ac6cd9,2023-02-14 07:00:00+00:00
3435278,2023-02-14 06:53:35Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-157.82759004701975, 21.286883537380294]}",-157.82759004701975,21.286883537380294,6.0,MPING,#169c2f,2023-02-14 07:00:00+00:00
3435282,2023-02-14 07:01:05Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.21738165489943, 47.255016611908516]}",-122.21738165489943,47.255016611908516,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435283,2023-02-14 07:05:42Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-122.1670576, 47.4584195]}",-122.1670576,47.4584195,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435284,2023-02-14 07:10:30Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-99.959215, 31.745468]}",-99.959215,31.745468,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435285,2023-02-14 07:10:34Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.87574431469181, 42.32674419513454]}",-122.87574431469181,42.32674419513454,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435286,2023-02-14 07:11:21Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.78875739325098, 44.810604653363185]}",-122.78875739325098,44.810604653363185,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435287,2023-02-14 07:13:45Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.8757303047996, 42.32658438254953]}",-122.8757303047996,42.32658438254953,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435288,2023-02-14 07:24:17Z,Rain/Snow,Mixed Rain and Ice Pellets,11,"{'type': 'Point', 'coordinates': [-123.29258294787564, 44.588569463272435]}",-123.29258294787564,44.588569463272435,8.0,MPING,#42ffca,2023-02-14 08:00:00+00:00
3435289,2023-02-14 07:29:30Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.07360645513776, 36.12216864241123]}",-97.07360645513776,36.12216864241123,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435290,2023-02-14 07:39:58Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-69.86198503660388, 44.49810682610538]}",-69.86198503660388,44.49810682610538,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435291,2023-02-14 07:40:55Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.2994064, 31.4717172]}",-97.2994064,31.4717172,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435292,2023-02-14 07:41:13Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-69.8620991348061, 44.49785890559403]}",-69.8620991348061,44.49785890559403,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435293,2023-02-14 07:42:34Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-99.4902708, 32.4069797]}",-99.4902708,32.4069797,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435294,2023-02-14 07:43:26Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-99.490201, 32.4070619]}",-99.490201,32.4070619,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435295,2023-02-14 07:45:39Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.81658116066679, 31.854998705929038]}",-96.81658116066679,31.854998705929038,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435296,2023-02-14 07:56:15Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-70.0581917, 43.99968]}",-70.0581917,43.99968,1.0,MPING,#1f48cf,2023-02-14 08:00:00+00:00
3435297,2023-02-14 07:59:55Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.679788, 32.748734]}",-97.679788,32.748734,6.0,MPING,#169c2f,2023-02-14 08:00:00+00:00
3435298,2023-02-14 08:09:27Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-98.33643050873496, 36.23143858745343]}",-98.33643050873496,36.23143858745343,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435299,2023-02-14 08:13:00Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.37781734304036, 35.21279658481464]}",-97.37781734304036,35.21279658481464,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435303,2023-02-14 08:24:06Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.0887992, 33.249015]}",-97.0887992,33.249015,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435305,2023-02-14 08:26:29Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.70612756730775, 38.67634729020174]}",-97.70612756730775,38.67634729020174,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435307,2023-02-14 08:28:02Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.4062068, 32.8493986]}",-97.4062068,32.8493986,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435312,2023-02-14 08:41:52Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.5990279, 45.5231294]}",-122.5990279,45.5231294,1.0,MPING,#1f48cf,2023-02-14 09:00:00+00:00
3435313,2023-02-14 08:45:23Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.29275611799517, 44.58863588985507]}",-123.29275611799517,44.58863588985507,1.0,MPING,#1f48cf,2023-02-14 09:00:00+00:00
3435314,2023-02-14 08:47:08Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.04415346530297, 44.867303151189695]}",-123.04415346530297,44.867303151189695,1.0,MPING,#1f48cf,2023-02-14 09:00:00+00:00
3435315,2023-02-14 08:48:43Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.919494, 32.801585]}",-96.919494,32.801585,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435316,2023-02-14 08:54:24Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.9907113757079, 34.512852511844464]}",-97.9907113757079,34.512852511844464,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435317,2023-02-14 08:57:30Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-94.14654484958774, 39.04433086052463]}",-94.14654484958774,39.04433086052463,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435318,2023-02-14 08:59:19Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.60758737483677, 33.94232683352562]}",-96.60758737483677,33.94232683352562,6.0,MPING,#169c2f,2023-02-14 09:00:00+00:00
3435319,2023-02-14 09:07:11Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.663979, 33.2136748]}",-96.663979,33.2136748,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435320,2023-02-14 09:09:29Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.95232105224547, 32.79871556759178]}",-96.95232105224547,32.79871556759178,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435321,2023-02-14 09:14:07Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-106.54654561540035, 35.083452923355026]}",-106.54654561540035,35.083452923355026,1.0,MPING,#1f48cf,2023-02-14 10:00:00+00:00
3435322,2023-02-14 09:19:50Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.08157293953852, 44.01269672472988]}",-123.08157293953852,44.01269672472988,1.0,MPING,#1f48cf,2023-02-14 10:00:00+00:00
3435323,2023-02-14 09:22:08Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.08147099589749, 44.01259408374416]}",-123.08147099589749,44.01259408374416,1.0,MPING,#1f48cf,2023-02-14 10:00:00+00:00
3435324,2023-02-14 09:29:19Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.62104021183872, 32.979997818818276]}",-96.62104021183872,32.979997818818276,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435325,2023-02-14 09:31:05Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.957634, 34.403397]}",-97.957634,34.403397,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435326,2023-02-14 09:38:55Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.87927118916947, 36.187471562090984]}",-95.87927118916947,36.187471562090984,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435327,2023-02-14 09:41:27Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.30056717254658, 43.38352366461627]}",-123.30056717254658,43.38352366461627,1.0,MPING,#1f48cf,2023-02-14 10:00:00+00:00
3435328,2023-02-14 09:41:39Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-98.33656231985773, 36.23141812128526]}",-98.33656231985773,36.23141812128526,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435329,2023-02-14 09:44:08Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.37652625899983, 45.48520725224678]}",-122.37652625899983,45.48520725224678,1.0,MPING,#1f48cf,2023-02-14 10:00:00+00:00
3435330,2023-02-14 09:47:09Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.5843345136625, 33.71020970004991]}",-96.5843345136625,33.71020970004991,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435331,2023-02-14 09:52:37Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.79897525310543, 33.141845628448195]}",-96.79897525310543,33.141845628448195,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435332,2023-02-14 09:56:24Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.5996814, 35.4467847]}",-97.5996814,35.4467847,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435333,2023-02-14 09:57:07Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-96.52525460967264, 33.01284488054648]}",-96.52525460967264,33.01284488054648,6.0,MPING,#169c2f,2023-02-14 10:00:00+00:00
3435337,2023-02-14 10:10:02Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.5766102, 35.3654793]}",-97.5766102,35.3654793,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435338,2023-02-14 10:10:37Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.08148137198074, 44.01271748841324]}",-123.08148137198074,44.01271748841324,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435339,2023-02-14 10:10:46Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-68.69513399429269, 44.754317775797894]}",-68.69513399429269,44.754317775797894,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435340,2023-02-14 10:16:03Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.4698252, 34.2180424]}",-97.4698252,34.2180424,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435341,2023-02-14 10:18:41Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.740578, 35.39999]}",-97.740578,35.39999,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435342,2023-02-14 10:19:13Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.50288115513204, 35.26454499743376]}",-97.50288115513204,35.26454499743376,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435344,2023-02-14 10:21:59Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.414408, 35.208694]}",-97.414408,35.208694,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435345,2023-02-14 10:23:52Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-98.33640586593964, 36.231399527784774]}",-98.33640586593964,36.231399527784774,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435346,2023-02-14 10:26:49Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.901242, 36.131326]}",-95.901242,36.131326,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435347,2023-02-14 10:33:13Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.1045083, 44.6215098]}",-123.1045083,44.6215098,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435348,2023-02-14 10:33:33Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.36019988553352, 35.23925741206411]}",-97.36019988553352,35.23925741206411,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435351,2023-02-14 10:37:24Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.127027, 45.532856]}",-123.127027,45.532856,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435352,2023-02-14 10:40:47Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.89013580892836, 36.37856524992353]}",-97.89013580892836,36.37856524992353,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435353,2023-02-14 10:42:52Z,Rain/Snow,Rain,5,"{'type': 'Point', 'coordinates': [-96.23823896219872, 36.143055589186645]}",-96.23823896219872,36.143055589186645,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435354,2023-02-14 10:43:15Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.87924951794508, 36.18747469905231]}",-95.87924951794508,36.18747469905231,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435355,2023-02-14 10:44:52Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-94.42982962363811, 39.08326467502793]}",-94.42982962363811,39.08326467502793,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435357,2023-02-14 10:48:41Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-123.08065076092154, 46.61725481934558]}",-123.08065076092154,46.61725481934558,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435358,2023-02-14 10:50:54Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.648792, 35.425282]}",-97.648792,35.425282,6.0,MPING,#169c2f,2023-02-14 11:00:00+00:00
3435361,2023-02-14 10:57:57Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.37649968836678, 45.48525205351949]}",-122.37649968836678,45.48525205351949,1.0,MPING,#1f48cf,2023-02-14 11:00:00+00:00
3435362,2023-02-14 11:04:34Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-65.93076990617367, 18.23181140039065]}",-65.93076990617367,18.23181140039065,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435363,2023-02-14 11:05:55Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-69.85694794833297, 44.492960278609544]}",-69.85694794833297,44.492960278609544,1.0,MPING,#1f48cf,2023-02-14 12:00:00+00:00
3435364,2023-02-14 11:07:41Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.8240161, 45.4796765]}",-122.8240161,45.4796765,1.0,MPING,#1f48cf,2023-02-14 12:00:00+00:00
3435365,2023-02-14 11:08:46Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-122.5990175, 45.5231284]}",-122.5990175,45.5231284,1.0,MPING,#1f48cf,2023-02-14 12:00:00+00:00
3435366,2023-02-14 11:16:03Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.80914387488347, 36.273646163788065]}",-95.80914387488347,36.273646163788065,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435367,2023-02-14 11:16:08Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-70.0960533, 44.0573181]}",-70.0960533,44.0573181,1.0,MPING,#1f48cf,2023-02-14 12:00:00+00:00
3435369,2023-02-14 11:25:15Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.93138353908056, 36.04362616318841]}",-95.93138353908056,36.04362616318841,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435370,2023-02-14 11:27:16Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.15320625940787, 33.21776415535436]}",-97.15320625940787,33.21776415535436,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435373,2023-02-14 11:35:12Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.83368406542833, 36.27859175966933]}",-95.83368406542833,36.27859175966933,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435375,2023-02-14 11:41:56Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.8518364147675, 36.216047955048204]}",-95.8518364147675,36.216047955048204,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435376,2023-02-14 11:44:02Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-95.85250367750524, 36.18467861592155]}",-95.85250367750524,36.18467861592155,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435379,2023-02-14 11:50:48Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-94.36336843499157, 39.34967994076315]}",-94.36336843499157,39.34967994076315,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435381,2023-02-14 11:53:12Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.06973432625668, 32.62554028396877]}",-97.06973432625668,32.62554028396877,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435382,2023-02-14 11:53:46Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.06691813509882, 32.62907902824463]}",-97.06691813509882,32.62907902824463,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435383,2023-02-14 11:54:26Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.06368513549559, 32.63408753843724]}",-97.06368513549559,32.63408753843724,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435384,2023-02-14 11:55:49Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.06192758085598, 32.64531927860431]}",-97.06192758085598,32.64531927860431,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435385,2023-02-14 11:56:10Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.30136725778596, 32.8694568937923]}",-97.30136725778596,32.8694568937923,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435386,2023-02-14 11:56:19Z,Rain/Snow,Snow and/or Graupel,8,"{'type': 'Point', 'coordinates': [-69.2202424, 43.9669733]}",-69.2202424,43.9669733,1.0,MPING,#1f48cf,2023-02-14 12:00:00+00:00
3435387,2023-02-14 11:57:34Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.04944585910432, 32.64731642062708]}",-97.04944585910432,32.64731642062708,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435388,2023-02-14 11:58:36Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.04407815570744, 32.64783984697965]}",-97.04407815570744,32.64783984697965,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435389,2023-02-14 11:59:17Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.04359103292943, 32.64997218722384]}",-97.04359103292943,32.64997218722384,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435391,2023-02-14 11:59:33Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-94.48640160271384, 38.97288900803695]}",-94.48640160271384,38.97288900803695,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
3435392,2023-02-14 12:00:09Z,Rain/Snow,Rain,3,"{'type': 'Point', 'coordinates': [-97.04074909930564, 32.65596907022821]}",-97.04074909930564,32.65596907022821,6.0,MPING,#169c2f,2023-02-14 12:00:00+00:00
