,Station,OBS Time,Lat,Lon,Current WX,Temperature (F),Wind (mph),peak_wind_gust,Real Feel Temperature,1 Hour Precipitation,WX Code,ptype,color,Time,Max Gust (mph),id,category,description_id,geom,x,y
2513,MPING,2023-02-17 17:44:11Z,36.20318870857272,-81.88351437818764,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440775.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-81.88351437818764, 36.20318870857272]}",-9115231.124943543,4328615.963901099
2514,MPING,2023-02-17 17:44:42Z,42.051559,-72.6227297,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440776.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6227297, 42.051559]}",-8084325.290221545,5168705.863835237
2515,MPING,2023-02-17 17:45:18Z,42.0515323,-72.6227907,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440778.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6227907, 42.0515323]}",-8084332.080710483,5168701.861060696
2516,MPING,2023-02-17 17:46:36Z,36.874790601466664,-87.26482481703839,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440779.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-87.26482481703839, 36.874790601466664]}",-9714275.862796936,4421668.552241121
2517,MPING,2023-02-17 17:46:43Z,39.96571596715613,-75.53558195948185,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440780.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-75.53558195948185, 39.96571596715613]}",-8408582.520503102,4860961.467293416
2518,MPING,2023-02-17 17:46:46Z,42.02407664129226,-85.76224441332418,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440781.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.76224441332418, 42.02407664129226]}",-9547009.37737952,5164586.690726548
2519,MPING,2023-02-17 17:48:15Z,42.580302307727955,-71.97765517863841,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440782.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.97765517863841, 42.580302307727955]}",-8012515.922979859,5248306.206295594
2520,MPING,2023-02-17 17:48:18Z,36.936051970066956,-84.10052367330874,Mixed Rain and Snow,,,,,,,7.0,#0be3df,2023-02-17 18:00:00+00:00,,3440783.0,Rain/Snow,9.0,"{'type': 'Point', 'coordinates': [-84.10052367330874, 36.936051970066956]}",-9362027.470760379,4430197.00094876
2521,MPING,2023-02-17 17:48:54Z,42.580335912550545,-71.97766046048329,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440784.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.97766046048329, 42.580335912550545]}",-8012516.510952142,5248311.286726969
2522,MPING,2023-02-17 17:49:37Z,41.1635496,-82.2161497,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440785.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-82.2161497, 41.1635496]}",-9152259.91958755,5036495.204564975
2523,MPING,2023-02-17 17:51:34Z,39.3894613,-79.6311926,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440787.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-79.6311926, 39.3894613]}",-8864503.811493095,4777613.097698767
2524,MPING,2023-02-17 17:52:38Z,43.0008267,-71.9462576,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440788.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.9462576, 43.0008267]}",-8009020.760513688,5312097.67996164
2525,MPING,2023-02-17 17:53:19Z,43.0008263,-71.9462561,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440789.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.9462561, 43.0008263]}",-8009020.593534453,5312097.619076743
2526,MPING,2023-02-17 17:54:15Z,45.27597031540903,-75.26734091950394,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440790.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-75.26734091950394, 45.27597031540903]}",-8378722.064522902,5665072.5009477725
2527,MPING,2023-02-17 17:55:45Z,41.4067313,-73.4238529,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440793.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-73.4238529, 41.4067313]}",-8173505.916908222,5072520.815078499
2528,MPING,2023-02-17 17:56:02Z,36.20703254827885,-81.66813151744022,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440794.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-81.66813151744022, 36.20703254827885]}",-9091254.814559542,4329146.25295009
2529,MPING,2023-02-17 17:56:26Z,45.9912276,-68.4489294,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 18:00:00+00:00,,3440795.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-68.4489294, 45.9912276]}",-7619699.966152732,5778943.548431498
2530,MPING,2023-02-17 17:56:48Z,39.9545714,-86.0309497,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440797.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-86.0309497, 39.9545714]}",-9576921.513065731,4859342.9135147445
2531,MPING,2023-02-17 17:56:49Z,45.2172343,-70.4857071,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440796.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-70.4857071, 45.2172343]}",-7846433.022575827,5655785.659539816
2532,MPING,2023-02-17 17:57:16Z,44.301484094954915,-69.78287403994072,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440799.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-69.78287403994072, 44.301484094954915]}",-7768194.00421735,5512216.69717323
2533,MPING,2023-02-17 17:57:32Z,36.2422322,-84.9165773,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440791.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-84.9165773, 36.2422322]}",-9452870.144943655,4334003.544015756
2534,MPING,2023-02-17 17:58:58Z,38.82059279057161,-76.9490741121144,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440800.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-76.9490741121144, 38.82059279057161]}",-8565931.747174444,4696005.513416158
2535,MPING,2023-02-17 17:59:32Z,38.82059279057161,-76.9490741121144,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440801.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-76.9490741121144, 38.82059279057161]}",-8565931.747174444,4696005.513416158
2536,MPING,2023-02-17 17:59:34Z,44.68999691482333,-74.19000601514898,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440802.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-74.19000601514898, 44.68999691482333]}",-8258793.691556288,5572849.162112214
2537,MPING,2023-02-17 18:00:07Z,43.592073,-74.0149017,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 18:00:00+00:00,,3440803.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-74.0149017, 43.592073]}",-8239301.168358198,5402530.035624085
2538,MPING,2023-02-17 18:00:11Z,41.3044649083554,-73.47707471817124,Rain,,,,,,,6.0,#169c2f,2023-02-17 18:00:00+00:00,,3440804.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-73.47707471817124, 41.3044649083554]}",-8179430.542606137,5057354.424721395
2539,MPING,2023-02-17 18:01:05Z,44.68999757435609,-74.19010570279713,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440805.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-74.19010570279713, 44.68999757435609]}",-8258804.788734518,5572849.265384898
2540,MPING,2023-02-17 18:01:56Z,41.03831643242486,-80.66931760877434,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440806.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-80.66931760877434, 41.03831643242486]}",-8980067.358849617,5017994.972693208
2541,MPING,2023-02-17 18:02:21Z,42.08794821058301,-79.24666435597737,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440807.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-79.24666435597737, 42.08794821058301]}",-8821698.323172864,5174162.777139098
2542,MPING,2023-02-17 18:03:30Z,39.2084887,-84.7066078,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440809.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-84.7066078, 39.2084887]}",-9429496.447121534,4751579.942477148
2543,MPING,2023-02-17 18:03:30Z,47.747747747747745,-120.74610905378277,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440808.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-120.74610905378277, 47.747747747747745]}",-13441395.375136178,6064991.178602107
2544,MPING,2023-02-17 18:04:17Z,41.1022177,-85.1809497,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440810.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.1809497, 41.1022177]}",-9482299.94589145,5027430.462439943
2545,MPING,2023-02-17 18:05:17Z,61.11330510743289,-149.8298807534603,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440811.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-149.8298807534603, 61.11330510743289]}",-16678986.031092102,8651886.27191666
2546,MPING,2023-02-17 18:05:18Z,41.044418980732445,-71.91572392102805,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440812.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.91572392102805, 41.044418980732445]}",-8005621.766918486,5018895.662708927
2547,MPING,2023-02-17 18:06:07Z,55.491195106930554,-131.7560116109734,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440813.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-131.7560116109734, 55.491195106930554]}",-14667012.121486196,7457786.652076707
2548,MPING,2023-02-17 18:06:25Z,40.7028776,-82.4209331,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440814.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-82.4209331, 40.7028776]}",-9175056.303398466,4968614.467291188
2549,MPING,2023-02-17 18:07:59Z,41.6383,-83.5283465,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440817.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-83.5283465, 41.6383]}",-9298332.999184115,5106951.585242862
2550,MPING,2023-02-17 18:08:48Z,35.46027346772779,-83.54655679799949,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440818.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-83.54655679799949, 35.46027346772779]}",-9300360.160284612,4226607.728817359
2551,MPING,2023-02-17 18:09:35Z,41.984428469873336,-72.48444069818987,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440820.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.48444069818987, 41.984428469873336]}",-8068931.028957732,5158647.189673709
2552,MPING,2023-02-17 18:10:21Z,39.25376284946704,-78.21566906930975,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440821.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-78.21566906930975, 39.25376284946704]}",-8706928.452850759,4758086.38308374
2553,MPING,2023-02-17 18:10:51Z,45.536214619347106,-122.70867087659482,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440822.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-122.70867087659482, 45.536214619347106]}",-13659866.757901933,5706336.245016683
2554,MPING,2023-02-17 18:11:00Z,44.497816252854655,-69.8621366949628,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440823.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-69.8621366949628, 44.497816252854655]}",-7777017.482613332,5542806.385193862
2555,MPING,2023-02-17 18:11:26Z,39.7900378,-75.0017518,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440824.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-75.0017518, 39.7900378]}",-8349156.818979488,4835477.890290562
2556,MPING,2023-02-17 18:11:48Z,40.18256792558465,-74.87116841066214,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440825.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-74.87116841066214, 40.18256792558465]}",-8334620.342572339,4892508.128510067
2557,MPING,2023-02-17 18:12:13Z,44.49762064172716,-69.86231322109445,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440826.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-69.86231322109445, 44.49762064172716]}",-7777037.133412419,5542775.856676034
2558,MPING,2023-02-17 18:12:31Z,40.415178,-74.24273,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440827.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-74.24273, 40.415178]}",-8264662.898702495,4926459.513983042
2559,MPING,2023-02-17 18:13:10Z,41.376413024052546,-73.24268855046192,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440828.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-73.24268855046192, 41.376413024052546]}",-8153338.793767749,5068022.044566541
2560,MPING,2023-02-17 18:14:09Z,36.12971540803249,-81.82139064014571,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440829.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-81.82139064014571, 36.12971540803249]}",-9108315.54205854,4318484.722835367
2561,MPING,2023-02-17 18:14:30Z,39.2913949,-81.6880563,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 19:00:00+00:00,,3440830.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-81.6880563, 39.2913949]}",-9093472.831208263,4763497.759954832
2562,MPING,2023-02-17 18:14:44Z,35.8308065,-83.5378107,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440831.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-83.5378107, 35.8308065]}",-9299386.54910888,4277365.512029689
2563,MPING,2023-02-17 18:14:58Z,39.298797557234025,-78.2779275010302,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440832.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-78.2779275010302, 39.298797557234025]}",-8713859.029767469,4764562.582258853
2564,MPING,2023-02-17 18:15:44Z,42.54756133076041,-71.75487063831812,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440833.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.75487063831812, 42.54756133076041]}",-7987715.661394791,5243357.672689306
2565,MPING,2023-02-17 18:15:54Z,44.21408131201285,-72.50963578767606,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440834.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-72.50963578767606, 44.21408131201285]}",-8071735.733489824,5498631.750442027
2566,MPING,2023-02-17 18:16:04Z,39.31222050363655,-78.28934565453807,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440835.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-78.28934565453807, 39.31222050363655]}",-8715130.092801763,4766493.669785553
2567,MPING,2023-02-17 18:16:28Z,35.69215441916075,-82.55242368978516,Mixed Rain and Snow,,,,,,,7.0,#0be3df,2023-02-17 19:00:00+00:00,,3440836.0,Rain/Snow,9.0,"{'type': 'Point', 'coordinates': [-82.55242368978516, 35.69215441916075]}",-9189693.768897457,4258344.555108996
2568,MPING,2023-02-17 18:17:17Z,39.32707208454162,-78.30310031697007,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440838.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-78.30310031697007, 39.32707208454162]}",-8716661.254819728,4768630.719061087
2569,MPING,2023-02-17 18:19:06Z,38.81474458437579,-77.30218543116722,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440839.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-77.30218543116722, 38.81474458437579]}",-8605239.919404745,4695169.957019195
2570,MPING,2023-02-17 18:19:37Z,39.813577677019616,-74.88908738623218,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440840.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-74.88908738623218, 39.813577677019616]}",-8336615.073808332,4838888.761374327
2571,MPING,2023-02-17 18:20:35Z,38.33738231602079,-76.95599292774777,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440841.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-76.95599292774777, 38.33738231602079]}",-8566701.946207644,4627196.8661660375
2572,MPING,2023-02-17 18:21:18Z,36.760954,-76.2508971,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440842.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-76.2508971, 36.760954]}",-8488211.037702302,4405839.0296184905
2573,MPING,2023-02-17 18:21:49Z,43.4337933395012,-72.9901199191153,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440843.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-72.9901199191153, 43.4337933395012]}",-8125222.98233589,5378234.439984068
2574,MPING,2023-02-17 18:21:52Z,41.16551663283755,-81.81653444518714,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440844.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-81.81653444518714, 41.16551663283755]}",-9107774.95290856,5036786.068736951
2575,MPING,2023-02-17 18:23:19Z,47.76761280970959,-122.25017395001113,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440845.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-122.25017395001113, 47.76761280970959]}",-13608827.113504356,6068280.595930064
2576,MPING,2023-02-17 18:23:55Z,45.9912467,-68.4489352,Mixed Freezing Rain and Ice Pellets,,,,,,,5.0,#8502b5,2023-02-17 19:00:00+00:00,,3440846.0,Rain/Snow,48.0,"{'type': 'Point', 'coordinates': [-68.4489352, 45.9912467]}",-7619700.611805779,5778946.608735246
2577,MPING,2023-02-17 18:24:05Z,42.02402932709231,-85.76231685786026,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440847.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.76231685786026, 42.02402932709231]}",-9547017.441868385,5164579.600608218
2578,MPING,2023-02-17 18:24:13Z,31.220074,-82.34631,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440848.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.34631, 31.220074]}",-9166749.297905052,3661363.043894497
2579,MPING,2023-02-17 18:24:44Z,39.76333386746459,-86.33674510854262,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440849.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-86.33674510854262, 39.76333386746459]}",-9610962.502231617,4831609.967932097
2580,MPING,2023-02-17 18:25:18Z,42.235062692817806,-71.99153353984792,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440850.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-71.99153353984792, 42.235062692817806]}",-8014060.855082746,5196255.990704489
2581,MPING,2023-02-17 18:25:24Z,37.74361572697563,-87.05930264674784,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 19:00:00+00:00,,3440851.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-87.05930264674784, 37.74361572697563]}",-9691397.239453463,4543270.357296007
2582,MPING,2023-02-17 18:25:50Z,40.4273056,-79.8866881,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440852.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-79.8866881, 40.4273056]}",-8892945.440453067,4928232.851510507
2583,MPING,2023-02-17 18:26:59Z,39.47847662510431,-75.0146390978624,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440853.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-75.0146390978624, 39.47847662510431]}",-8350591.426415233,4790442.840169981
2584,MPING,2023-02-17 18:28:02Z,34.98636730947176,-85.21624447365791,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440854.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.21624447365791, 34.98636730947176]}",-9486228.94212271,4162028.670169126
2585,MPING,2023-02-17 18:31:11Z,44.6887249,-73.1035269,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440855.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-73.1035269, 44.6887249]}",-8137847.389700378,5572649.986345425
2586,MPING,2023-02-17 18:32:00Z,38.5395710590831,-76.14393018902305,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440857.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-76.14393018902305, 38.5395710590831]}",-8476303.535640616,4655932.037350941
2587,MPING,2023-02-17 18:32:30Z,35.209365,-85.38357,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440858.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.38357, 35.209365]}",-9504855.534511829,4192369.5359660937
2588,MPING,2023-02-17 18:33:04Z,33.36720744744939,-81.9948615115824,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440859.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.9948615115824, 33.36720744744939]}",-9127626.231134338,3944146.6583402366
2589,MPING,2023-02-17 18:33:19Z,42.0515365,-72.622753,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440860.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.622753, 42.0515365]}",-8084327.883965681,5168702.490710512
2590,MPING,2023-02-17 18:33:31Z,40.839693,-79.974735,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440861.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-79.974735, 40.839693]}",-8902746.776526993,4988725.095209429
2591,MPING,2023-02-17 18:33:55Z,42.0515173,-72.6227938,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440863.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6227938, 42.0515173]}",-8084332.425800905,5168699.612311692
2592,MPING,2023-02-17 18:33:56Z,39.9672838,-86.1483189,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440862.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-86.1483189, 39.9672838]}",-9589986.992644547,4861189.188805801
2593,MPING,2023-02-17 18:34:07Z,32.266341699317415,-80.89459760122084,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440864.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-80.89459760122084, 32.266341699317415]}",-9005145.412894674,3798323.1157292007
2594,MPING,2023-02-17 18:34:31Z,42.0515103,-72.6228123,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440865.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6228123, 42.0515103]}",-8084334.485211485,5168698.5628956705
2595,MPING,2023-02-17 18:34:53Z,41.5558845,-80.0090402,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440866.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-80.0090402, 41.5558845]}",-8906565.613922555,5094683.514091731
2596,MPING,2023-02-17 18:36:22Z,40.79700084240757,-77.86751709268518,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440867.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-77.86751709268518, 40.79700084240757]}",-8668172.352094239,4982445.287066643
2597,MPING,2023-02-17 18:36:26Z,41.663364758753836,-86.16109823816097,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440868.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-86.16109823816097, 41.663364758753836]}",-9591409.5820613,5110685.744109519
2598,MPING,2023-02-17 18:38:55Z,38.99123979501904,-77.02974452213482,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440869.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-77.02974452213482, 38.99123979501904]}",-8574911.93614,4720416.8260517325
2599,MPING,2023-02-17 18:40:09Z,40.15660283708982,-80.19644793385875,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440870.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-80.19644793385875, 40.15660283708982]}",-8927427.747426432,4888725.541596401
2600,MPING,2023-02-17 18:42:34Z,34.183407961729245,-79.38961003266516,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440874.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-79.38961003266516, 34.183407961729245]}",-8837610.963112848,4053455.901770804
2601,MPING,2023-02-17 18:44:02Z,45.9912136,-68.4488977,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440875.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-68.4488977, 45.9912136]}",-7619696.437324875,5778941.305277586
2602,MPING,2023-02-17 18:45:25Z,41.647188,-72.6368303,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440876.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6368303, 41.647188]}",-8085894.961833425,5108275.557173417
2603,MPING,2023-02-17 18:46:23Z,36.400075,-84.283511,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 19:00:00+00:00,,3440877.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-84.283511, 36.400075]}",-9382397.526789272,4355811.637726483
2604,MPING,2023-02-17 18:47:32Z,41.6471898,-72.6368273,Rain,,,,,,,6.0,#169c2f,2023-02-17 19:00:00+00:00,,3440878.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-72.6368273, 41.6471898]}",-8085894.627874951,5108275.825323042
