,Station,OBS Time,Lat,Lon,Current WX,Temperature (F),Wind (mph),peak_wind_gust,Real Feel Temperature,1 Hour Precipitation,WX Code,ptype,color,Time,Max Gust (mph),id,category,description_id,geom,x,y
779,RKP,2023-02-17 13:53:00Z,28.0836,-97.0464,Rain,42.10,17.0,34.0,33.31,0.0001,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,34.0,,,,,-10803155.831320345,3259517.9314154717
780,MLP,2023-02-17 13:53:00Z,47.4548,-115.6711,Snow and/or Graupel,19.90,11.0,30.0,7.18,0.0001,-SN,1.0,#1f48cf,2023-02-17 14:00:00+00:00,30.0,,,,,-12876447.951497827,6016627.551989684
781,PNS,2023-02-17 13:53:00Z,30.4781,-87.1869,Rain,53.10,15.0,29.0,53.10,0.04,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,29.0,,,,,-9705601.311844062,3565154.370505762
782,ABY,2023-02-17 13:53:00Z,31.5355,-84.1945,Rain,64.00,14.0,27.0,64.00,0.39,-RA BR,6.0,#169c2f,2023-02-17 14:00:00+00:00,27.0,,,,,-9372488.867594274,3702491.040408183
783,MAI,2023-02-17 13:53:00Z,30.8356,-85.1839,Rain,62.10,9.0,28.0,62.10,0.07,-RA BR,6.0,#169c2f,2023-02-17 14:00:00+00:00,28.0,,,,,-9482628.371785136,3611417.0283201905
784,EQY,2023-02-17 13:53:00Z,35.0169,-80.6206,Rain,62.10,10.0,26.0,62.10,0.01,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,26.0,,,,,-8974644.13944819,4166178.023791804
785,AVL,2023-02-17 13:54:00Z,35.4319,-82.5375,Rain,46.90,15.0,26.0,40.10,0.03,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,26.0,,,,,-9188032.471349817,4222730.634170855
786,BUF,2023-02-17 13:54:00Z,42.9408,-78.7358,Snow and/or Graupel,26.10,12.0,29.0,14.49,0.0001,-SN,1.0,#1f48cf,2023-02-17 14:00:00+00:00,29.0,,,,,-8764829.163201028,5302965.339918204
787,HRT,2023-02-17 13:55:00Z,30.4278,-86.6893,Rain,52.70,12.0,27.0,52.70,0.02,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,27.0,,,,,-9650208.73322533,3558658.924820228
788,ADW,2023-02-17 13:55:00Z,38.8108,-76.867,Rain,60.10,15.0,31.0,60.10,0.18,-RA,6.0,#169c2f,2023-02-17 14:00:00+00:00,31.0,,,,,-8556795.298806561,4694606.417359759
789,BTV,2023-02-17 13:58:00Z,44.47,-73.15,Snow and/or Graupel,28.00,23.0,27.0,13.47,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 14:00:00+00:00,27.0,,,,,-8143020.751527962,5538466.20295752
790,BTV,2023-02-17 14:10:00Z,44.47,-73.15,Snow and/or Graupel,26.10,22.0,28.0,10.68,0.01,-SN BR,1.0,#1f48cf,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
791,BGM,2023-02-17 14:20:00Z,42.2086,-75.9797,Rain,39.00,16.0,28.0,29.54,0.0001,-RA BR,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8458021.514625687,5192278.110564765
792,BTV,2023-02-17 14:25:00Z,44.47,-73.15,Snow and/or Graupel,25.00,15.0,28.0,11.71,0.01,-SN BR,1.0,#1f48cf,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
793,BGM,2023-02-17 14:30:00Z,42.2086,-75.9797,Rain,37.90,14.0,28.0,28.77,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8458021.514625687,5192278.110564765
794,BGM,2023-02-17 14:36:00Z,42.2086,-75.9797,Rain,37.00,13.0,28.0,27.97,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8458021.514625687,5192278.110564765
795,HGR,2023-02-17 14:36:00Z,39.7078,-77.7297,Rain,52.00,19.0,30.0,52.00,0.01,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,30.0,,,,,-8652830.623513917,4823570.98323794
796,BTV,2023-02-17 14:38:00Z,44.47,-73.15,Snow and/or Graupel,24.10,11.0,28.0,12.48,0.02,-SN BR,1.0,#1f48cf,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
797,JST,2023-02-17 14:38:00Z,40.3161,-78.8339,Unknown Precip,34.00,21.0,26.0,21.52,0.0001,UP,0.0,#707070,2023-02-17 15:00:00+00:00,26.0,,,,,-8775749.60524785,4911983.95667895
798,HGR,2023-02-17 14:39:00Z,39.7078,-77.7297,Rain,51.10,22.0,30.0,51.10,0.01,-RA BR,6.0,#169c2f,2023-02-17 15:00:00+00:00,30.0,,,,,-8652830.623513917,4823570.98323794
799,BTV,2023-02-17 14:46:00Z,44.47,-73.15,Mixed Ice Pellets and Snow,24.10,10.0,28.0,13.06,0.03,-SNPL BR,3.0,#56419c,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
800,FZY,2023-02-17 14:46:00Z,43.3504,-76.3831,Snow and/or Graupel,28.00,15.0,28.0,15.59,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 15:00:00+00:00,28.0,,,,,-8502927.797211694,5365459.296489701
801,BTV,2023-02-17 14:49:00Z,44.47,-73.15,-PLUP BR,24.80,6.0,28.0,16.86,0.03,-PLUP BR,0.0,#000000,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
802,BTV,2023-02-17 14:51:00Z,44.47,-73.15,Mixed Rain and Ice Pellets,24.80,8.0,28.0,15.24,0.03,-PL BR,8.0,#42ffca,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
803,ATL,2023-02-17 14:52:00Z,33.6301,-84.4418,Rain,48.90,16.0,26.0,42.45,0.02,-DZ BR,6.0,#169c2f,2023-02-17 15:00:00+00:00,26.0,,,,,-9400018.177667448,3979240.9810238644
804,MEB,2023-02-17 14:52:00Z,34.7919,-79.3658,Rain,66.90,9.0,26.0,66.90,0.04,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,26.0,,,,,-8834960.44240079,4135637.022908161
805,BGM,2023-02-17 14:53:00Z,42.2086,-75.9797,Rain,36.00,12.0,28.0,27.09,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8458021.514625687,5192278.110564765
806,DTS,2023-02-17 14:53:00Z,30.3934,-86.4674,Rain,55.00,12.0,27.0,55.00,0.09,RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,27.0,,,,,-9625506.938218303,3554218.6400148864
807,OXB,2023-02-17 14:53:00Z,38.3083,-75.1239,Rain,60.10,14.0,26.0,60.10,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,26.0,,,,,-8362754.294404806,4623070.278449299
808,PIL,2023-02-17 14:53:00Z,26.1597,-97.3378,Rain,50.00,19.0,32.0,50.00,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,32.0,,,,,-10835594.330937505,3018873.9547389904
809,FAY,2023-02-17 14:53:00Z,34.9912,-78.8803,Rain,66.90,12.0,28.0,66.90,0.01,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8780914.829620657,4162685.323510966
810,HGR,2023-02-17 14:53:00Z,39.7078,-77.7297,Rain,50.00,18.0,31.0,50.00,0.01,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,31.0,,,,,-8652830.623513917,4823570.98323794
811,ORH,2023-02-17 14:54:00Z,42.2673,-71.8757,Rain,55.00,17.0,28.0,55.00,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,28.0,,,,,-8001166.324410093,5201104.166970187
812,BTV,2023-02-17 14:54:00Z,44.47,-73.15,Mixed Rain and Ice Pellets,24.10,5.0,28.0,17.01,0.03,-PL BR,8.0,#42ffca,2023-02-17 15:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
813,RSP,2023-02-17 14:54:00Z,39.645,-77.468,Heavy Rain,M,18.0,32.0,M,0.05,+RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,32.0,,,,,-8623698.312773317,4814487.957919183
814,FZY,2023-02-17 14:54:00Z,43.3504,-76.3831,Snow and/or Graupel,28.00,16.0,28.0,15.20,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 15:00:00+00:00,28.0,,,,,-8502927.797211694,5365459.296489701
815,DYL,2023-02-17 14:54:00Z,40.3331,-75.1223,Rain,57.90,17.0,27.0,57.90,0.04,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,27.0,,,,,-8362576.183219534,4914466.1901440285
816,BUF,2023-02-17 14:54:00Z,42.9408,-78.7358,Snow and/or Graupel,25.00,14.0,26.0,12.14,0.0001,-SN,1.0,#1f48cf,2023-02-17 15:00:00+00:00,26.0,,,,,-8764829.163201028,5302965.339918204
817,XIF,2023-02-17 14:55:00Z,39.729,-77.43,Rain,53.40,9.0,37.0,53.40,0.0001,-RA,6.0,#169c2f,2023-02-17 15:00:00+00:00,37.0,,,,,-8619468.172123173,4826639.093581474
818,TVF,2023-02-17 14:56:00Z,48.0657,-96.185,Snow and/or Graupel,10.00,22.0,27.0,-10.88,0.0001,-SN,1.0,#1f48cf,2023-02-17 15:00:00+00:00,27.0,,,,,-10707265.221951019,6117791.942079294
819,RSP,2023-02-17 15:01:00Z,39.645,-77.468,Rain,M,19.0,36.0,M,0.02,RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,36.0,,,,,-8623698.312773317,4814487.957919183
820,ORH,2023-02-17 15:02:00Z,42.2673,-71.8757,Rain,55.00,17.0,26.0,55.00,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,26.0,,,,,-8001166.324410093,5201104.166970187
821,RSP,2023-02-17 15:06:00Z,39.645,-77.468,Rain,M,19.0,39.0,M,0.02,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,39.0,,,,,-8623698.312773317,4814487.957919183
822,GED,2023-02-17 15:10:00Z,38.6892,-75.3589,Rain,64.90,22.0,36.0,64.90,0.02,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,36.0,,,,,-8388914.374741225,4677249.416179122
823,GED,2023-02-17 15:15:00Z,38.6892,-75.3589,Rain,64.00,21.0,36.0,64.00,0.03,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,36.0,,,,,-8388914.374741225,4677249.416179122
824,CAR,2023-02-17 15:19:00Z,46.87,-68.02,Heavy Snow and/or Graupel,16.00,12.0,27.0,1.64,0.02,+SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,27.0,,,,,-7571951.7637584675,5920880.518323997
825,AVP,2023-02-17 15:19:00Z,41.3335,-75.7227,Rain,53.10,22.0,28.0,53.10,0.0001,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
826,RSP,2023-02-17 15:22:00Z,39.645,-77.468,Rain,M,17.0,39.0,M,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,39.0,,,,,-8623698.312773317,4814487.957919183
827,MDT,2023-02-17 15:22:00Z,40.1936,-76.7633,Rain,51.10,19.0,35.0,51.10,0.0001,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,35.0,,,,,-8545251.467611298,4894115.716257735
828,AVP,2023-02-17 15:27:00Z,41.3335,-75.7227,Heavy Rain,48.90,16.0,28.0,42.45,0.04,+RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
829,AVP,2023-02-17 15:30:00Z,41.3335,-75.7227,Rain,48.90,17.0,28.0,42.22,0.04,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
830,RUT,2023-02-17 15:31:00Z,43.53,-72.95,Unknown Precip,30.20,18.0,28.0,17.38,0.03,UP BR,0.0,#707070,2023-02-17 16:00:00+00:00,28.0,,,,,-8120756.853369308,5392994.363605281
831,DDH,2023-02-17 15:32:00Z,42.8935,-73.2486,Rain,50.00,9.0,26.0,50.00,0.01,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,26.0,,,,,-8153996.853320178,5295775.484492797
832,ELZ,2023-02-17 15:33:00Z,42.11,-77.99,Snow and/or Graupel,32.00,13.0,26.0,21.57,0.0001,-SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,26.0,,,,,-8681807.086967405,5177471.179056179
833,MDT,2023-02-17 15:34:00Z,40.1936,-76.7633,Rain,50.00,21.0,35.0,50.00,0.03,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,35.0,,,,,-8545251.467611298,4894115.716257735
834,RSP,2023-02-17 15:35:00Z,39.645,-77.468,Rain,M,16.0,39.0,M,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,39.0,,,,,-8623698.312773317,4814487.957919183
835,THV,2023-02-17 15:35:00Z,39.917,-76.873,Rain,57.00,17.0,28.0,57.00,0.04,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8557463.21575132,4853888.26606626
836,RUT,2023-02-17 15:36:00Z,43.53,-72.95,Unknown Precip,30.20,18.0,28.0,17.38,0.03,UP BR,0.0,#707070,2023-02-17 16:00:00+00:00,28.0,,,,,-8120756.853369308,5392994.363605281
837,SYR,2023-02-17 15:43:00Z,43.1112,-76.1063,Snow and/or Graupel,30.00,16.0,26.0,17.81,0.0001,-SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,26.0,,,,,-8472114.562160118,5328912.96637057
838,THV,2023-02-17 15:43:00Z,39.917,-76.873,Rain,53.10,16.0,28.0,53.10,0.06,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8557463.21575132,4853888.26606626
839,AVP,2023-02-17 15:43:00Z,41.3335,-75.7227,Rain,48.00,9.0,28.0,43.41,0.07,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
840,ALB,2023-02-17 15:44:00Z,42.7576,-73.8036,Rain,46.00,16.0,27.0,39.19,0.01,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-8215779.170710445,5275148.574909736
841,THV,2023-02-17 15:46:00Z,39.917,-76.873,Rain,52.00,16.0,28.0,52.00,0.06,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8557463.21575132,4853888.26606626
842,IAD,2023-02-17 15:47:00Z,38.9348,-77.4473,Rain,53.60,23.0,38.0,53.60,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,38.0,,,,,-8621393.999313897,4712336.530453594
843,MSV,2023-02-17 15:49:00Z,41.7016,-74.795,Rain,48.20,24.0,34.0,39.91,0.0001,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,34.0,,,,,-8326141.313882897,5116384.848391377
844,AVP,2023-02-17 15:50:00Z,41.3335,-75.7227,Rain,48.20,6.0,28.0,45.04,0.08,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
845,ALB,2023-02-17 15:51:00Z,42.7576,-73.8036,Rain,46.00,16.0,27.0,38.67,0.01,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-8215779.170710445,5275148.574909736
846,RSP,2023-02-17 15:51:00Z,39.645,-77.468,Rain,M,14.0,39.0,M,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,39.0,,,,,-8623698.312773317,4814487.957919183
847,JFK,2023-02-17 15:51:00Z,40.6386,-73.7622,Rain,55.00,22.0,27.0,55.00,0.05,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-8211170.543791605,4959180.506269717
848,IAD,2023-02-17 15:52:00Z,38.9348,-77.4473,Rain,53.10,17.0,38.0,53.10,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,38.0,,,,,-8621393.999313897,4712336.530453594
849,RUT,2023-02-17 15:52:00Z,43.53,-72.95,Snow and/or Graupel,30.20,3.0,28.0,26.63,0.04,-SN BR,1.0,#1f48cf,2023-02-17 16:00:00+00:00,28.0,,,,,-8120756.853369308,5392994.363605281
850,MEB,2023-02-17 15:52:00Z,34.7919,-79.3658,Rain,66.90,10.0,27.0,66.90,0.03,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-8834960.44240079,4135637.022908161
851,RKP,2023-02-17 15:53:00Z,28.0836,-97.0464,Rain,44.10,16.0,26.0,36.19,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,26.0,,,,,-10803155.831320345,3259517.9314154717
852,DTS,2023-02-17 15:53:00Z,30.3934,-86.4674,Rain,54.00,15.0,27.0,54.00,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-9625506.938218303,3554218.6400148864
853,PIL,2023-02-17 15:53:00Z,26.1597,-97.3378,Rain,51.10,20.0,31.0,51.10,0.0001,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,31.0,,,,,-10835594.330937505,3018873.9547389904
854,THV,2023-02-17 15:53:00Z,39.917,-76.873,Rain,51.10,15.0,28.0,51.10,0.06,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8557463.21575132,4853888.26606626
855,ORH,2023-02-17 15:54:00Z,42.2673,-71.8757,Rain,55.90,13.0,30.0,55.90,0.01,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,30.0,,,,,-8001166.324410093,5201104.166970187
856,GED,2023-02-17 15:54:00Z,38.6892,-75.3589,Rain,64.90,17.0,36.0,64.90,0.06,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,36.0,,,,,-8388914.374741225,4677249.416179122
857,RSP,2023-02-17 15:54:00Z,39.645,-77.468,Rain,M,19.0,39.0,M,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,39.0,,,,,-8623698.312773317,4814487.957919183
858,CAR,2023-02-17 15:54:00Z,46.87,-68.02,Snow and/or Graupel,16.00,10.0,27.0,2.90,0.06,SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,27.0,,,,,-7571951.7637584675,5920880.518323997
859,SYR,2023-02-17 15:54:00Z,43.1112,-76.1063,Snow and/or Graupel,28.90,14.0,26.0,17.17,0.0001,-SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,26.0,,,,,-8472114.562160118,5328912.96637057
860,AVP,2023-02-17 15:54:00Z,41.3335,-75.7227,Rain,48.00,7.0,28.0,44.28,0.08,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,28.0,,,,,-8429412.405491816,5061657.988231519
861,XIF,2023-02-17 15:55:00Z,39.729,-77.43,Rain,47.70,8.0,41.0,43.45,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,41.0,,,,,-8619468.172123173,4826639.093581474
862,RUT,2023-02-17 15:56:00Z,43.53,-72.95,Snow and/or Graupel,30.90,3.0,28.0,27.43,0.04,-SN BR,1.0,#1f48cf,2023-02-17 16:00:00+00:00,28.0,,,,,-8120756.853369308,5392994.363605281
863,BID,2023-02-17 15:56:00Z,41.17,-71.58,Rain,48.90,17.0,30.0,42.22,0.0001,-RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,30.0,,,,,-7968249.150982522,5037449.05465148
864,MSV,2023-02-17 15:56:00Z,41.7016,-74.795,Rain,45.00,21.0,34.0,36.19,0.01,RA BR,6.0,#169c2f,2023-02-17 16:00:00+00:00,34.0,,,,,-8326141.313882897,5116384.848391377
865,TVF,2023-02-17 15:56:00Z,48.0657,-96.185,Snow and/or Graupel,14.00,21.0,27.0,-5.15,0.0001,-SN,1.0,#1f48cf,2023-02-17 16:00:00+00:00,27.0,,,,,-10707265.221951019,6117791.942079294
866,MDT,2023-02-17 15:56:00Z,40.1936,-76.7633,Rain,48.90,18.0,35.0,42.00,0.03,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,35.0,,,,,-8545251.467611298,4894115.716257735
867,NGU,2023-02-17 15:59:00Z,36.9375,-76.2893,Rain,68.00,17.0,27.0,68.00,0.04,-RA,6.0,#169c2f,2023-02-17 16:00:00+00:00,27.0,,,,,-8492486.028975284,4430398.670077911
868,LNS,2023-02-17 16:07:00Z,40.1203,-76.2944,Heavy Rain,60.10,18.0,29.0,60.10,0.06,+RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8493053.75837833,4883439.378235508
869,PSF,2023-02-17 16:11:00Z,42.4272,-73.2892,Rain,52.00,21.0,28.0,52.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8158516.424646385,5225188.301764339
870,FRG,2023-02-17 16:11:00Z,40.7288,-73.4134,Rain,54.00,19.0,26.0,54.00,0.0001,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8172342.305402909,4972421.648558895
871,MPO,2023-02-17 16:11:00Z,41.1389,-75.3794,Rain,46.00,18.0,34.0,38.18,0.04,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
872,AAF,2023-02-17 16:16:00Z,29.7276,-85.0274,Heavy Rain,69.10,17.0,31.0,69.80,0.08,+RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9465206.871475989,3468583.1994889323
873,MSV,2023-02-17 16:18:00Z,41.7016,-74.795,Rain,42.80,17.0,26.0,34.22,0.0001,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8326141.313882897,5116384.848391377
874,BID,2023-02-17 16:19:00Z,41.17,-71.58,Rain,48.20,19.0,29.0,40.86,0.01,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-7968249.150982522,5037449.05465148
875,PSF,2023-02-17 16:21:00Z,42.4272,-73.2892,Rain,46.00,12.0,28.0,39.82,0.02,RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8158516.424646385,5225188.301764339
876,MPO,2023-02-17 16:21:00Z,41.1389,-75.3794,Rain,45.00,16.0,34.0,37.36,0.04,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
877,LNS,2023-02-17 16:22:00Z,40.1203,-76.2944,Rain,M,21.0,29.0,M,0.06,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8493053.75837833,4883439.378235508
878,CSV,2023-02-17 16:23:00Z,35.9513,-85.085,Snow and/or Graupel,30.00,13.0,26.0,19.01,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 17:00:00+00:00,26.0,,,,,-9471618.874145681,4293922.394582194
879,TLH,2023-02-17 16:23:00Z,30.3935,-84.3513,Heavy Rain,70.00,18.0,31.0,70.00,0.0001,+RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9389943.763750656,3554231.5455524717
880,ABE,2023-02-17 16:24:00Z,40.6508,-75.4492,Rain,54.00,20.0,28.0,54.00,0.01,RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8398966.524759857,4960970.38945766
881,TLH,2023-02-17 16:25:00Z,30.3935,-84.3513,Heavy Rain,66.90,18.0,31.0,66.90,0.04,+RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9389943.763750656,3554231.5455524717
882,AAF,2023-02-17 16:26:00Z,29.7276,-85.0274,Rain,68.00,13.0,31.0,68.00,0.11,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9465206.871475989,3468583.1994889323
883,DCA,2023-02-17 16:27:00Z,38.8472,-77.0345,Rain,57.00,22.0,43.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,43.0,,,,,-8575441.313514432,4699807.857522583
884,MPO,2023-02-17 16:29:00Z,41.1389,-75.3794,Rain,45.00,15.0,34.0,37.63,0.05,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
885,BWI,2023-02-17 16:31:00Z,39.1733,-76.6841,Rain,61.00,19.0,28.0,61.00,0.0001,RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8536434.96394047,4746525.798915317
886,PSF,2023-02-17 16:32:00Z,42.4272,-73.2892,Rain,44.10,11.0,28.0,37.76,0.03,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8158516.424646385,5225188.301764339
887,TLH,2023-02-17 16:32:00Z,30.3935,-84.3513,Rain,64.00,14.0,31.0,64.00,0.14,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9389943.763750656,3554231.5455524717
888,ABE,2023-02-17 16:32:00Z,40.6508,-75.4492,Rain,52.00,17.0,28.0,52.00,0.03,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8398966.524759857,4960970.38945766
889,AAF,2023-02-17 16:33:00Z,29.7276,-85.0274,Rain,68.00,13.0,31.0,68.00,0.12,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9465206.871475989,3468583.1994889323
890,MVY,2023-02-17 16:33:00Z,41.3931,-70.615,Rain,55.90,14.0,28.0,55.90,0.01,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-7860825.842367013,5070497.878108292
891,OXB,2023-02-17 16:34:00Z,38.3083,-75.1239,Rain,57.90,19.0,26.0,57.90,0.04,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8362754.294404806,4623070.278449299
892,FRG,2023-02-17 16:36:00Z,40.7288,-73.4134,Rain,57.00,13.0,29.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8172342.305402909,4972421.648558895
893,DCA,2023-02-17 16:36:00Z,38.8472,-77.0345,Rain,55.90,25.0,43.0,55.90,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,43.0,,,,,-8575441.313514432,4699807.857522583
894,BWI,2023-02-17 16:37:00Z,39.1733,-76.6841,Rain,55.90,27.0,39.0,55.90,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,39.0,,,,,-8536434.96394047,4746525.798915317
895,LNS,2023-02-17 16:37:00Z,40.1203,-76.2944,Rain,51.10,20.0,32.0,51.10,0.06,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,32.0,,,,,-8493053.75837833,4883439.378235508
896,TLH,2023-02-17 16:40:00Z,30.3935,-84.3513,Rain,64.00,13.0,31.0,64.00,0.14,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9389943.763750656,3554231.5455524717
897,BID,2023-02-17 16:40:00Z,41.17,-71.58,Rain,50.00,17.0,29.0,50.00,0.01,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-7968249.150982522,5037449.05465148
898,YNG,2023-02-17 16:40:00Z,41.2544,-80.6739,Snow and/or Graupel,28.90,16.0,26.0,16.38,0.0001,-SN,1.0,#1f48cf,2023-02-17 17:00:00+00:00,26.0,,,,,-8980577.468307473,5049938.332786984
899,MPO,2023-02-17 16:43:00Z,41.1389,-75.3794,Rain,44.10,18.0,34.0,35.68,0.06,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
